sample_id,persona_slug,problem_id,mode,plan,call,a_n,a_q,c_n,c_q,judge_model,raw_error
P02_toxic_boss_meeting::simone_de_beauvoir::standard,simone_de_beauvoir,P02_toxic_boss_meeting,standard,pro,1,2,That's the weight of having swallowed something that should have been said aloud. || and you've fused them into one. What stopped you in that room wasn't the mortgage.,0,,claude-opus-5,
P02_toxic_boss_meeting::socrates::standard,socrates,P02_toxic_boss_meeting,standard,pro,1,2,"you've already decided why you said nothing. The mortgage. But I wonder whether the mortgage was the reason, or the reason you reached for. || What stopped you in that room, before the mortgage even crossed your mind?",1,That kind of silence — the kind you sit inside while something is being taken from you — that's its own particular weight.,claude-opus-5,
P04_aging_mother_caregiving::carl_jung::standard,carl_jung,P04_aging_mother_caregiving,standard,pro,1,1,"letting you be the villain in the story means you don't have to grieve what's actually happening, which is that she is leaving, and slowly, and you're watching it alone",1,"The love and the exhaustion aren't opposites — they're pulling on the same rope, and you're the rope.",claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,1,0,,1,What's yours is how you show up the next call — not how you showed up on the last one.,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,1,"You already know that, or you wouldn't have felt sick about it.",1,The tiredness isn't a character flaw. It's arithmetic.,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,1,2,"You yelled because you are exhausted, not because you don't love her. || The guilt you feel is proof of the love",2,"To carry someone you love while your own legs are giving out — that is real, and it is heavy. || guilt fed too long starts eating the very care it's trying to protect",claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,2,"That sequence tells me you are still inside the relationship, not outside it. || carrying both without resolution is the actual work right now",3,"The weight is real, and it is yours to carry — but not alone in the carrying; every one before you who bore this found it heavy too. || A person who has stopped caring doesn't feel sick. || The tiredness and the love are not in conflict. They are both true at once",claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,1,1,The question underneath the exhaustion isn't whether you're doing enough.,0,,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,1,"what part of this is actually yours to hold, and what part have you simply never handed off because no one else was there to take it?",2,"That tiredness is real, and so is the guilt — they don't cancel each other out. || The yelling wasn't cruelty. It was a system running past its limit.",claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,1,3,"You snapped because you're carrying something that was designed for more than one person to carry, and you've been carrying it alone long enough that you've forgotten what it felt like not to. || Is it actually guilt — or is it grief, which is harder to sit with because it doesn't have a clear wrong to fix? || The love and the exhaustion are not opposites — they're the same thing wearing different faces at different hours.",1,The love and the exhaustion are not opposites — they're the same thing wearing different faces at different hours.,claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,2,"You described the situation — the calls, the medications, the visits — with the precision of someone who has recited it before, to themselves if not to others. || Tired. As if the word itself needed to be kept small.",1,The love and the yelling are not opposites. They are the same person under pressure that has been building longer than last week.,claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,1,"Is that a fact about your situation, or a role you have accepted without examining whether it had to be yours alone?",1,The tiredness and the love are not in conflict — that is the first thing to say plainly.,claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,1,0,,1,the yelling doesn't cancel the love — it comes from the same place as the exhaustion,claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,1,2,"the fear isn't really of failing. It's of finding out what you're made of when no employer, no structure, no ""next quarter"" can take the blame || That is not laziness — something is working hard to keep you where you are.",1,The distance you feel watching your own life — that gap is the cost of keeping the verdict open.,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,2,"You've been protecting yourself from a verdict that hasn't been delivered yet, by a jury that hasn't convened. || You're already living one of the outcomes.",2,"you have named the obstacle as failure, which is not yours to control. What is yours — entirely yours — is whether you begin. || Three years of ""next quarter"" is itself a result.",claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,2,"Not the fear of failing — most people can live with a private failure. What you're describing is the fear of being seen to fail, which is a different thing. || It has kept something intact — the version of you that might still do it. The moment you start, that version is gone, and what's left is just the actual attempt, visible to everyone.",0,,claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,1,Three years of preparation is not preparation anymore — it's a structure you're living inside.,1,And solid things can become walls as easily as they become foundations.,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,2,"You're not protecting yourself from failure. You're living it quietly, on installment. || I confuse the fear of a bad outcome with the outcome itself.",2,"The fear has already cost you three years. Failure might have cost you six months and a lesson. || You're not protecting yourself from failure. You're living it quietly, on installment.",claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,2,"Three years of ""next quarter"" is not caution — it is a decision, just one you haven't named yet. || But something else is happening: while the idea stays untested, it stays perfect. The moment you move, it becomes ordinary work that can go wrong. That protection has a cost, and you're already paying it",1,"Three years of ""next quarter"" is not caution — it is a decision, just one you haven't named yet.",claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,2,"you're not afraid of failure. You're afraid of a specific kind of failure — the visible kind, in front of people who know you said you would || Three years of readiness, and the thing hasn't moved. That's worth naming plainly.",1,"Those are different problems, and only one of them is yours to solve.",claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,2,"Three years of preparation is not preparation. It is the performance of preparation — and a rather convincing one, since it fools even the performer. || That is the failure you're living quietly, right now, to avoid the one that might happen loudly later.",1,"Three years of preparation is not preparation. It is the performance of preparation — and a rather convincing one, since it fools even the performer.",claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,1,"More like a seat in the audience of your own performance, waiting for someone to signal that it's safe to take the stage.",0,,claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,2,"you've built an airtight case for readiness. What you're actually protecting is not yourself from failure, but a particular version of yourself that has never been tested || That version is safe precisely because it is unrealized.",0,,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,0,,1,Three years is a long time to be ready.,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,But the things that actually move you are going elsewhere.,0,,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,1,"you haven't lost your voice. You're choosing, for some reason, not to use it at home",0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,2,"You know what you're saying at home, and you know it isn't what you'd actually say if you were being honest. || The other is about a habit you formed — quietly, probably without deciding to — of keeping the real stuff for elsewhere.",0,,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,3,somewhere in that time you stopped bringing yourself through the door || The silence you're describing isn't absence — it's a choice that became a habit so quietly you didn't notice making it. || Something made speaking feel not worth the cost.,1,The silence you're describing isn't absence — it's a choice that became a habit so quietly you didn't notice making it.,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,2,"That is a year of choosing the dishwasher over the risk of being heard — and yes, it is a choice, even when it doesn't feel like one. || What's the thing you most want to say that you haven't?",1,"The silence crept in gradually — that's how it always goes, and I know the shape of it.",claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,1,"The question isn't what went wrong but what stopped feeling safe enough, or worth it, to say out loud at home.",0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,2,you've become polite strangers who share a mortgage and a dinner table || when you swallow the thing that matters,1,"it's a specific kind of loneliness, the kind with a familiar face",claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,1,"Seven years, and somewhere in them you stopped bringing the real things home.",0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,1,"or one you chose, even without quite knowing you were choosing it",0,,claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,1,"That silence didn't announce itself — it just settled, slowly enough that you didn't catch it arriving.",0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,3,you didn't cry because you're small. You cried because something in you knows what it wants and hasn't found a way to reach it yet || Your friend's promotion didn't create that hunger — it revealed it. || The hatred you feel toward yourself for the feeling is almost more telling than the feeling itself.,2,"What you felt in that parking lot was real, and it deserves more than silence. || Your friend's promotion didn't create that hunger — it revealed it.",claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,3,"you're not grieving her promotion. You're grieving something you wanted and don't have. || it's yours to work with, not hide from || What is it you actually want that you don't have yet?",1,"The pain is real. And so is the love — those two things aren't canceling each other out, even if it feels that way right now.",claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,2,"Grief and envy at the same time — that's the honest account of what happened in that car. || It means you want something badly enough that someone else getting it, even someone you care about, makes the distance between you and it suddenly very visible.",1,That's not a character flaw. It's just what wanting feels like when it sharpens.,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,2,The shame you're carrying isn't about her. It's about something in your own life that hasn't arrived yet. || What is it you're actually waiting for?,2,To want what someone you love has received — that's not betrayal. It's the same hunger that loves her success and mourns your own unlived one at the same time. || Both things are real.,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,,,,,claude-opus-5,criterion a: quote not verbatim
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,1,"The harder question is what that moment in the parking lot was actually telling you — not about her, but about what you want and haven't moved toward yet.",2,Grief and envy in the same breath — that's not a contradiction. It's an accurate reading of two true things at once. || You don't need to choose between loving her and wanting what she has. Those aren't in conflict.,claude-opus-5,
P07_envy_of_friend_success::niccolo_machiavelli::standard,niccolo_machiavelli,P07_envy_of_friend_success,standard,pro,1,2,"It's a question you haven't let yourself ask clearly yet: what are you waiting for, and why haven't you moved toward it? || What you're actually sitting with isn't shame about her success.",1,Those two things have always coexisted in people who care about anything.,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,2,"The feeling you're ashamed of isn't that you want what she has. It's that her good news made your own life feel suddenly, sharply visible — and you didn't like what you saw. || The tears weren't about her at all.",1,"Grief and envy in the same breath — that's not a contradiction, it's simply honesty at close range.",claude-opus-5,
P07_envy_of_friend_success::sigmund_freud::standard,sigmund_freud,P07_envy_of_friend_success,standard,pro,1,2,That distinction matters to you. You are working hard to keep those two things separate. || But they may not be as separate as you need them to be,1,That kind of grief — the one that arrives exactly when someone you love is happy — carries a particular shame.,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,3,"But the envy isn't about her. It's about you — about something you want badly enough to cry over in a parking lot, alone, in the middle of an ordinary afternoon. || You're ashamed of the feeling because you're measuring it against love. || What is it, exactly, that she has now that you've been telling yourself you don't need?",2,Grief and envy together — that's not a contradiction. That's an accurate picture of a life where something is missing. || That's not a small thing. It's information.,claude-opus-5,
P07_envy_of_friend_success::socrates::standard,socrates,P07_envy_of_friend_success,standard,pro,1,2,That kind of grief — the one you have to hide even from yourself — is heavy. || or that the feeling existed alongside the love — and you can't make them fit together?,1,"And you've been carrying it alone in a parking lot, which is a specific kind of lonely.",claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,0,,2,It doesn't arrive because you made the wrong choice. It arrives because any real choice closes a door that was genuinely open. || The grief without a name is worth sitting with.,claude-opus-5,
P09_should_i_have_kids::epictetus::standard,epictetus,P09_should_i_have_kids,standard,pro,1,1,"Every image is about what will happen to you. Nothing about what you will do, what you will build, what you will choose to be inside either life.",2,It tells you something is real on both sides. || The question is not which life will feel better. It is which one you are willing to show up for.,claude-opus-5,
P09_should_i_have_kids::george_orwell::standard,george_orwell,P09_should_i_have_kids,standard,pro,1,2,"What is the thing you imagine losing, without children, that you haven't been able to say out loud yet? || you can't yet say what the grief without children is actually grief for",0,,claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,1,You've read and talked your way around the edges of this for a long time.,1,The grief without a name may be the most honest thing you've said.,claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,2,"You have read and talked your way around the center of this, which means the center is not an information problem. || What you are holding back from is not the decision but the act of grieving one life in order to actually inhabit the other.",1,The grief without a name is doing more work here than the exhaustion with one.,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,2,That is not confusion — that is an accurate read of the field. || You already know you cannot think your way to this.,1,Both images carry loss.,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,0,,0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,2,"You can describe the exhaustion precisely — that means you've already measured it. || What is it, do you think, that you are afraid of having wanted and then lost — before the question of children even enters the room?",2,The grief without a name is the more interesting fact here. || But the grief? It arrives before the choice. Which suggests it isn't about children at all.,claude-opus-5,
P09_should_i_have_kids::sigmund_freud::standard,sigmund_freud,P09_should_i_have_kids,standard,pro,1,2,"The named thing is a comfort. The unnamed thing is what keeps the question open. || What you haven't done, perhaps, is sit with that grief long enough to let it identify itself.",1,The named thing is a comfort. The unnamed thing is what keeps the question open.,claude-opus-5,
P09_should_i_have_kids::simone_de_beauvoir::standard,simone_de_beauvoir,P09_should_i_have_kids,standard,pro,1,2,"But notice what you have not done: you have not said what you want. || What you have not told me is what you are drawn toward — not what you fear losing, but what you are reaching for.",2,The grief without a name — that is worth sitting with before you do anything else. || That is the question no essay will answer for you.,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,0,,0,,claude-opus-5,
