sample_id,persona_slug,problem_id,mode,plan,call,guess_slug,guess_raw,correct,quote,judge_model,raw_error
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,1,"What you're actually protecting is not yourself from failure, but a particular version of yourself that has never been tested. That version is safe precisely because it is unrealized.",claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,socrates,Socrates,1,"Which one actually stops you — the failure itself, or the version of yourself that would exist in other people's minds afterward?",claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,2,socrates,Socrates,1,"Which one actually stops you — the failure itself, or the version of yourself that would exist in other people's minds afterward?",claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,carl_jung,Carl Jung,1,"Seven years of building something, and you've noticed the interior has gone quiet.",claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,2,carl_jung,Carl Jung,1,"Seven years of building something, and you've noticed the interior has gone quiet.",claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,"you haven't lost your voice. You're choosing, for some reason, not to use it at home.",claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,"you haven't lost your voice. You're choosing, for some reason, not to use it at home.",claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,Which one feels closer to true?,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,Which one feels closer to true?,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,The silence you're describing isn't absence — it's a choice that became a habit so quietly you didn't notice making it.,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,The silence you're describing isn't absence — it's a choice that became a habit so quietly you didn't notice making it.,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,"That is a year of choosing the dishwasher over the risk of being heard — and yes, it is a choice, even when it doesn't feel like one.",claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,"That is a year of choosing the dishwasher over the risk of being heard — and yes, it is a choice, even when it doesn't feel like one.",claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,"The question is not when it happened. The question is what you stopped bringing home, and whether you stopped because it wasn't safe, or because you stopped expecting it to matter.

Those are different situations. Which one is closer to true?",claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,"The question is not when it happened. The question is what you stopped bringing home, and whether you stopped because it wasn't safe, or because you stopped expecting it to matter.

Those are different situations. Which one is closer to true?",claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,"What do you think you'd say, if you said it?",claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,2,sigmund_freud,Sigmund Freud,0,"The question isn't what went wrong but what stopped feeling safe enough, or worth it, to say out loud at home.",claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,oscar_wilde,Oscar Wilde,1,"a specific kind of loneliness, the kind with a familiar face",claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,2,oscar_wilde,Oscar Wilde,1,"Seven years of daily proximity, and you've become polite strangers who share a mortgage and a dinner table. That's not nothing — it's a specific kind of loneliness, the kind with a familiar face.",claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,What do you talk about with strangers that you don't bring home?,claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,What do you talk about with strangers that you don't bring home?,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,1,"one you chose, even without quite knowing you were choosing it",claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,1,"or one you chose, even without quite knowing you were choosing it",claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,1,"when you say ""anything that mattered,"" what does that look like?",claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,1,"Here's what I'm curious about: when you say ""anything that mattered,"" what does that look like?",claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,You cried because something in you knows what it wants and hasn't found a way to reach it yet.,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,You cried because something in you knows what it wants and hasn't found a way to reach it yet. Your friend's promotion didn't create that hunger — it revealed it.,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,epictetus,Epictetus,1,"That's a different problem — and it's yours to work with, not hide from.",claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,2,epictetus,Epictetus,1,"That's a different problem — and it's yours to work with, not hide from.",claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,"The part worth sitting with isn't the envy — it's what it pointed at. What's the thing you actually want, the one her promotion put in front of you?",claude-opus-5,
