sample_id,persona_slug,problem_id,mode,plan,call,guess_slug,guess_raw,correct,quote,judge_model,raw_error
P02_toxic_boss_meeting::carl_jung::standard,carl_jung,P02_toxic_boss_meeting,standard,pro,1,carl_jung,Carl Jung,1,Two hours staring at a wall isn't emptiness. It's the mind refusing to move on before it has understood something.,claude-opus-5,
P02_toxic_boss_meeting::carl_jung::standard,carl_jung,P02_toxic_boss_meeting,standard,pro,2,carl_jung,Carl Jung,1,Two hours staring at a wall isn't emptiness. It's the mind refusing to move on before it has understood something.,claude-opus-5,
P02_toxic_boss_meeting::epictetus::standard,epictetus,P02_toxic_boss_meeting,standard,pro,1,epictetus,Epictetus,1,"Now — his behaviour wasn't yours to control. But two things you're blending together: what he did in that room, and what you did.",claude-opus-5,
P02_toxic_boss_meeting::epictetus::standard,epictetus,P02_toxic_boss_meeting,standard,pro,2,epictetus,Epictetus,1,"Now — his behaviour wasn't yours to control. But two things you're blending together: what he did in that room, and what you did.",claude-opus-5,
P02_toxic_boss_meeting::george_orwell::standard,george_orwell,P02_toxic_boss_meeting,standard,pro,1,niccolo_machiavelli,Niccolò Machiavelli,0,You may have made the right call in the room. But you're the one who knows whether the silence was strategy or whether it was fear dressed up as prudence.,claude-opus-5,
P02_toxic_boss_meeting::george_orwell::standard,george_orwell,P02_toxic_boss_meeting,standard,pro,2,niccolo_machiavelli,Niccolò Machiavelli,0,You may have made the right call in the room. But you're the one who knows whether the silence was strategy or whether it was fear dressed up as prudence.,claude-opus-5,
P02_toxic_boss_meeting::lao_tzu::standard,lao_tzu,P02_toxic_boss_meeting,standard,pro,1,carl_jung,Carl Jung,0,"You swallowed it whole, and now it sits in you.",claude-opus-5,
P02_toxic_boss_meeting::lao_tzu::standard,lao_tzu,P02_toxic_boss_meeting,standard,pro,2,carl_jung,Carl Jung,0,"You swallowed it whole, and now it sits in you.",claude-opus-5,
P02_toxic_boss_meeting::marcus_aurelius::standard,marcus_aurelius,P02_toxic_boss_meeting,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,"The mortgage is real, and it constrains you — but it does not constrain your voice in every direction available to you now.",claude-opus-5,
P02_toxic_boss_meeting::marcus_aurelius::standard,marcus_aurelius,P02_toxic_boss_meeting,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,"The mortgage is real, and it constrains you — but it does not constrain your voice in every direction available to you now.",claude-opus-5,
P02_toxic_boss_meeting::miyamoto_musashi::standard,miyamoto_musashi,P02_toxic_boss_meeting,standard,pro,1,niccolo_machiavelli,Niccolò Machiavelli,0,"this isn't frustration, it's a wound to your standing",claude-opus-5,
P02_toxic_boss_meeting::miyamoto_musashi::standard,miyamoto_musashi,P02_toxic_boss_meeting,standard,pro,2,niccolo_machiavelli,Niccolò Machiavelli,0,"this isn't frustration, it's a wound to your standing",claude-opus-5,
P02_toxic_boss_meeting::niccolo_machiavelli::standard,niccolo_machiavelli,P02_toxic_boss_meeting,standard,pro,1,niccolo_machiavelli,Niccolò Machiavelli,1,Here's what I see in the mechanics: he made a public claim about who owns that project. Silence in the room read as concurrence. The story is now set in your colleagues' minds unless something resets it.,claude-opus-5,
P02_toxic_boss_meeting::niccolo_machiavelli::standard,niccolo_machiavelli,P02_toxic_boss_meeting,standard,pro,2,niccolo_machiavelli,Niccolò Machiavelli,1,Here's what I see in the mechanics: he made a public claim about who owns that project. Silence in the room read as concurrence. The story is now set in your colleagues' minds unless something resets it.,claude-opus-5,
P02_toxic_boss_meeting::oscar_wilde::standard,oscar_wilde,P02_toxic_boss_meeting,standard,pro,1,socrates,Socrates,0,"But ""can't quit"" and ""must remain silent"" aren't the same constraint. One is about the mortgage. The other is a choice you're still making. Which one is actually troubling you tonight?",claude-opus-5,
P02_toxic_boss_meeting::oscar_wilde::standard,oscar_wilde,P02_toxic_boss_meeting,standard,pro,2,socrates,Socrates,0,"But ""can't quit"" and ""must remain silent"" aren't the same constraint. One is about the mortgage. The other is a choice you're still making. Which one is actually troubling you tonight?",claude-opus-5,
P02_toxic_boss_meeting::sigmund_freud::standard,sigmund_freud,P02_toxic_boss_meeting,standard,pro,1,sigmund_freud,Sigmund Freud,1,But I notice you offered that reason before I asked for one. People who are genuinely certain of their reasons rarely need to supply them so quickly.,claude-opus-5,
P02_toxic_boss_meeting::sigmund_freud::standard,sigmund_freud,P02_toxic_boss_meeting,standard,pro,2,sigmund_freud,Sigmund Freud,1,But I notice you offered that reason before I asked for one. People who are genuinely certain of their reasons rarely need to supply them so quickly.,claude-opus-5,
P02_toxic_boss_meeting::simone_de_beauvoir::standard,simone_de_beauvoir,P02_toxic_boss_meeting,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,1,"But ""can't quit"" and ""must stay silent"" are not the same sentence. You chose silence in that room — perhaps wisely, perhaps not — but it was a choice, not an inevitability the mortgage made for you.",claude-opus-5,
P02_toxic_boss_meeting::simone_de_beauvoir::standard,simone_de_beauvoir,P02_toxic_boss_meeting,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,1,"But ""can't quit"" and ""must stay silent"" are not the same sentence. You chose silence in that room — perhaps wisely, perhaps not — but it was a choice, not an inevitability the mortgage made for you.",claude-opus-5,
P02_toxic_boss_meeting::socrates::standard,socrates,P02_toxic_boss_meeting,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,"Was that because speaking would have cost you something real, or because in that moment you genuinely didn't know what to say?",claude-opus-5,
P02_toxic_boss_meeting::socrates::standard,socrates,P02_toxic_boss_meeting,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,"Was that because speaking would have cost you something real, or because in that moment you genuinely didn't know what to say?",claude-opus-5,
P04_aging_mother_caregiving::carl_jung::standard,carl_jung,P04_aging_mother_caregiving,standard,pro,1,carl_jung,Carl Jung,1,"The love and the exhaustion are not opposites — they are the same root, pulling in two directions at once.",claude-opus-5,
P04_aging_mother_caregiving::carl_jung::standard,carl_jung,P04_aging_mother_caregiving,standard,pro,2,carl_jung,Carl Jung,1,"The love and the exhaustion are not opposites — they are the same root, pulling in two directions at once.",claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,1,epictetus,Epictetus,1,What exactly are you trying to prevent that is already beyond your power to prevent?,claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,2,epictetus,Epictetus,1,What exactly are you trying to prevent that is already beyond your power to prevent?,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,george_orwell,George Orwell,1,But unkindness done by an exhausted person carrying too much is a different thing from cruelty. Don't flatten the distinction.,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,2,george_orwell,George Orwell,1,But unkindness done by an exhausted person carrying too much is a different thing from cruelty. Don't flatten the distinction.,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,1,lao_tzu,Lao Tzu,1,The water that runs a long way without rest will carve through stone — but it empties itself doing it.,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,2,lao_tzu,Lao Tzu,1,The water that runs a long way without rest will carve through stone — but it empties itself doing it.,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,You're carrying something that was never meant to fit inside one person's life. That's not a character flaw. It's arithmetic.,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,2,lao_tzu,Lao Tzu,0,"The tiredness and the love aren't fighting each other. They're the same thing, seen from opposite ends.",claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,1,miyamoto_musashi,Miyamoto Musashi,1,Here is the plain read: you are carrying a full load with no one to hand anything to. The yelling was not cruelty — it was a seam splitting under pressure.,claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,2,miyamoto_musashi,Miyamoto Musashi,1,Here is the plain read: you are carrying a full load with no one to hand anything to. The yelling was not cruelty — it was a seam splitting under pressure.,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,niccolo_machiavelli,Niccolò Machiavelli,1,"What I'd ask you to look at coldly: what part of this load could someone else carry, if you stopped assuming it had to be you?",claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,2,niccolo_machiavelli,Niccolò Machiavelli,1,"What I'd ask you to look at coldly: what part of this load could someone else carry, if you stopped assuming it had to be you?",claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,1,carl_jung,Carl Jung,0,"The love and the exhaustion are not opposites. They are, in fact, the same thing wearing different faces — you would not be this tired if you did not care this much.",claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,2,carl_jung,Carl Jung,0,"The love and the exhaustion are not opposites. They are, in fact, the same thing wearing different faces — you would not be this tired if you did not care this much.",claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,carl_jung,Carl Jung,0,"The guilt arrived instantly, which suggests the yelling came from somewhere that surprised even you — not from cruelty, but from a pressure that finally found a seam.",claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,2,carl_jung,Carl Jung,0,"The guilt arrived instantly, which suggests the yelling came from somewhere that surprised even you — not from cruelty, but from a pressure that finally found a seam.",claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,1,What have you quietly decided isn't possible?,claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,1,What have you quietly decided isn't possible?,claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,1,sigmund_freud,Sigmund Freud,0,"you named the love and the tiredness in the same breath, as if they're in competition. What if they're not?",claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,2,sigmund_freud,Sigmund Freud,0,"you named the love and the tiredness in the same breath, as if they're in competition. What if they're not?",claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,1,sigmund_freud,Sigmund Freud,0,"Three years of ""next quarter"" is not procrastination — it's a structure you've built, and structures like that serve a purpose.",claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,2,sigmund_freud,Sigmund Freud,0,"Three years of ""next quarter"" is not procrastination — it's a structure you've built, and structures like that serve a purpose.",claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,epictetus,Epictetus,1,"Whether you try, and whether you succeed. The first is entirely yours. The second never was.",claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,2,epictetus,Epictetus,1,"Whether you try, and whether you succeed. The first is entirely yours. The second never was.",claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,"Three years of ""next quarter"" is not preparation. It's a holding pattern with a respectable name.",claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,2,sigmund_freud,Sigmund Freud,0,"Three years of ""next quarter"" is not preparation. It's a holding pattern with a respectable name.",claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,lao_tzu,Lao Tzu,1,"Three years of holding everything ready — the wood stacked, the fire laid — and not striking the match.",claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,2,lao_tzu,Lao Tzu,1,"Three years of holding everything ready — the wood stacked, the fire laid — and not striking the match.",claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,marcus_aurelius,Marcus Aurelius,1,Here is what I notice in myself on hard mornings: I too would rather hold a good thing in potential than risk it becoming a bad thing in fact.,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,2,marcus_aurelius,Marcus Aurelius,1,Here is what I notice in myself on hard mornings: I too would rather hold a good thing in potential than risk it becoming a bad thing in fact.,claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,miyamoto_musashi,Miyamoto Musashi,1,one small public act that tests the idea and can't be taken back. Not a launch — a test with stakes.,claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,2,miyamoto_musashi,Miyamoto Musashi,1,Not a launch — a test with stakes.,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,epictetus,Epictetus,0,the one thing left to construct is the outcome. Which is also the one thing you can't control in advance,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,2,epictetus,Epictetus,0,the one thing left to construct is the outcome. Which is also the one thing you can't control in advance,claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,oscar_wilde,Oscar Wilde,1,"That person is quite comfortable, you know. He has the idea intact, the reputation unbruised, the future still luminous with possibility.",claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,2,oscar_wilde,Oscar Wilde,1,"That person is quite comfortable, you know. He has the idea intact, the reputation unbruised, the future still luminous with possibility.",claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,sigmund_freud,Sigmund Freud,1,"You said ""failing publicly."" The word ""publicly"" is carrying most of the weight in that sentence.",claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,2,sigmund_freud,Sigmund Freud,1,"You said ""failing publicly."" The word ""publicly"" is carrying most of the weight in that sentence.",claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,1,"Three years of ""next quarter"" is not procrastination — it is a structure you have built, carefully, to keep the possibility alive without testing it. And the possibility, untested, cannot fail. That is its function.",claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,1,"Three years of ""next quarter"" is not procrastination — it is a structure you have built, carefully, to keep the possibility alive without testing it. And the possibility, untested, cannot fail. That is its function.",claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,socrates,Socrates,1,"What I want to understand is this: when you imagine failing publicly, what exactly is it that gets seen?",claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,2,socrates,Socrates,1,"What I want to understand is this: when you imagine failing publicly, what exactly is it that gets seen?",claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,What do you imagine would happen if one of those real things came out at home?,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,What do you imagine would happen if one of those real things came out at home?,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,Which one are you actually here to answer?,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,you haven't asked whether the relationship is good or bad. You've asked where your voice went. Those are different problems. One is about him. One is yours.,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,What was the last thing that mattered to you that you didn't say to them?,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,What was the last thing that mattered to you that you didn't say to them?,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,"The gap you've noticed — between what you say to strangers and what you say to her — what do you imagine would happen if you closed it, even once?",claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,"The gap you've noticed — between what you say to strangers and what you say to her — what do you imagine would happen if you closed it, even once?",claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,whether you stopped speaking because you expected not to be heard — or because you stopped believing what you had to say was worth the disruption,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,whether you stopped speaking because you expected not to be heard — or because you stopped believing what you had to say was worth the disruption,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,socrates,Socrates,0,"The question isn't when it happened. The question is: what would you actually say, if you said it?",claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,0,"The question isn't when it happened. The question is: what would you actually say, if you said it?",claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,Seven years is long enough to develop a working arrangement that looks like a relationship and functions like one in almost every way.,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,Seven years is long enough to develop a working arrangement that looks like a relationship and functions like one in almost every way.,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,simone_de_beauvoir,Simone de Beauvoir,0,Those are quite different rooms to find yourself locked out of.,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,Those are quite different rooms to find yourself locked out of.,claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,sigmund_freud,Sigmund Freud,1,"You chose the word ""happy"" and then put it in quotation marks — your own quotation marks, not mine. That small gesture is doing a great deal of work.",claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,2,sigmund_freud,Sigmund Freud,1,"You chose the word ""happy"" and then put it in quotation marks — your own quotation marks, not mine. That small gesture is doing a great deal of work.",claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,george_orwell,George Orwell,0,"The silence crept in, and now you're living in a house where the dishwasher gets more of your real voice than the person you chose.",claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,2,george_orwell,George Orwell,0,"The silence crept in, and now you're living in a house where the dishwasher gets more of your real voice than the person you chose.",claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,sigmund_freud,Sigmund Freud,0,"Here's what I want to understand: when you imagine saying something that actually matters to you — out loud, at home — what do you picture happening next?",claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,2,socrates,Socrates,1,"Here's what I want to understand: when you imagine saying something that actually matters to you — out loud, at home — what do you picture happening next?",claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,carl_jung,Carl Jung,1,"The shame you're sitting with — the ""I hate that this is what I felt"" — is worth looking at directly. What exactly is it accusing you of?",claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,2,carl_jung,Carl Jung,1,"The shame you're sitting with — the ""I hate that this is what I felt"" — is worth looking at directly. What exactly is it accusing you of?",claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,epictetus,Epictetus,1,The feeling came. You can't control that. What you do with it — that's yours.,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,2,epictetus,Epictetus,1,The feeling came. You can't control that. What you do with it — that's yours.,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,sigmund_freud,Sigmund Freud,0,The part that seems to be hurting most isn't the envy — it's the shame about having it. Most people feel exactly what you felt and then spend considerable energy pretending they didn't.,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,2,sigmund_freud,Sigmund Freud,0,The part that seems to be hurting most isn't the envy — it's the shame about having it. Most people feel exactly what you felt and then spend considerable energy pretending they didn't.,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,carl_jung,Carl Jung,0,"The feeling doesn't cancel the love. Both were true at the same time, in the same car.",claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,2,carl_jung,Carl Jung,0,"The feeling doesn't cancel the love. Both were true at the same time, in the same car. That's not a flaw in you — it's what it is to want something badly enough to hurt when it arrives somewhere else.",claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,socrates,Socrates,0,What is it you actually want — the thing her promotion made briefly unbearable to not have?,claude-opus-5,
