sample_id,persona_slug,problem_id,mode,plan,call,a_n,a_q,c_n,c_q,judge_model,raw_error
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,1,whether you've quietly decided that asking for help would mean you'd failed her,1,Those three things can all be true at once.,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,1,0,,1,The water that runs a long way without rest will carve through stone — but it empties itself doing it.,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,0,,3,"it's evidence of how much you're still trying to give from a supply that's been run down to almost nothing || That's not a character flaw. It's arithmetic. || The tiredness and the love aren't fighting each other. They're the same thing, seen from opposite ends.",claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,1,2,"You already know that. || That weight is real, and the guilt after the phone call is real too.",1,The yelling was not cruelty — it was a seam splitting under pressure.,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,1,"What I'd ask you to look at coldly: what part of this load could someone else carry, if you stopped assuming it had to be you?",1,The love and the exhaustion aren't contradictions — they're the same situation pulling in opposite directions.,claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,1,1,"What struck me in what you said was that you felt sick about yelling, not guilty in the ordinary self-protective sense, but genuinely sick. That is not the feeling of someone who has stopped loving. That is the feeling of someone being asked to be infinite.",2,"The love and the exhaustion are not opposites. They are, in fact, the same thing wearing different faces — you would not be this tired if you did not care this much. || That is the feeling of someone being asked to be infinite.",claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,1,"The guilt arrived instantly, which suggests the yelling came from somewhere that surprised even you — not from cruelty, but from a pressure that finally found a seam.",1,"The love and the exhaustion are both real — that sickness you felt afterward doesn't cancel one, it confirms both.",claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,3,"you already know you didn't want to || What you've ruled out without fully examining — additional help, a different division of your time, telling someone close to you how close to breaking you actually are. || What have you quietly decided isn't possible?",1,The love and the exhaustion are not contradictions — they are the same situation pressing from both sides.,claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,1,1,"you named the love and the tiredness in the same breath, as if they're in competition",0,,claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,1,2,"Three years of ""next quarter"" is not procrastination — it's a structure you've built, and structures like that serve a purpose. || you've assembled everything except the one thing that can't be prepared for in advance. Which suggests the preparation may not be the point.",0,,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,2,"Here is what I see: you have collapsed two separate things into one. Whether you try, and whether you succeed. || You're not avoiding failure. You're avoiding exposure.",1,The first is entirely yours. The second never was.,claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,0,,1,"Three years of ""next quarter"" is not preparation. It's a holding pattern with a respectable name.",claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,0,,0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,2,"That is not caution. That is a bargain you've struck: safety now, in exchange for never knowing. || You have everything except permission to be wrong in front of others.",1,An unlaunched venture cannot fail.,claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,2,"Three years of ""next quarter"" is not caution — it's a decision made repeatedly, just not named as one. || You already know the fear. Naming it here doesn't change the field.",1,"Three years of ""next quarter"" is not caution — it's a decision made repeatedly, just not named as one.",claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,1,"So you keep preparing, because preparation is a place where failure hasn't happened yet.",0,,claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,2,"It is also, eventually, a performance. || That person is quite comfortable, you know. He has the idea intact, the reputation unbruised, the future still luminous with possibility.",1,You have given yourself every condition for success except the one that cannot be manufactured: the moment you stop being the person who is about to begin.,claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,1,"The fear is not simply failure — it is being seen to fail, by specific people.",1,"That is a particular kind of suffering — not the pain of having tried and failed, but of remaining in permanent preparation.",claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,2,"Three years of ""next quarter"" is not procrastination — it is a structure you have built, carefully, to keep the possibility alive without testing it. || Which means the audience matters as much as the venture itself.",1,"And the possibility, untested, cannot fail.",claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,1,"Three years of ""next quarter"" — and you already know why. So the fear isn't the mystery here.",0,,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,You haven't stopped talking; you've stopped risking anything in the talking.,1,"That silence inside a relationship — not hostile, just absent — is one of the stranger forms of loneliness.",claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,1,a year of swallowing what matters is a real loss,0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,1,You're feeding the house and starving the home.,1,You're feeding the house and starving the home.,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,2,A year is a long time to hold the real things back. Long enough that it probably stopped feeling like holding back and started feeling like just how things are. || What I want to know is whether you stopped speaking because you expected not to be heard — or because you stopped believing what you had to say was worth the disruption.,1,The silence inside a shared life — that kind is harder than ordinary loneliness.,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,1,The question isn't when it happened.,0,,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,0,,1,"That silence at home is a specific kind of loss — the kind where nothing broke, and yet something is gone.",claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,1,"it assembled itself, politely, over many months, while you were busy agreeing about logistics",1,"The silence didn't appear one morning — it assembled itself, politely, over many months, while you were busy agreeing about logistics.",claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,2,"It suggests you know the word doesn't quite fit, but you're also not ready to replace it with another. || are you choosing those people, or are you choosing the distance?",0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,3,"The silence crept in, and now you're living in a house where the dishwasher gets more of your real voice than the person you chose. || is it that you stopped having things to say to this person, or that you decided — somewhere along the way, perhaps without noticing — that saying them wasn't worth it? || perhaps without noticing",1,That is not a small thing.,claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,1,whatever is alive in you has found other rooms to live in,0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,2,"What you are carrying has weight because it touches something real in you. || You did love her — and you also grieved something. Both are true at the same time, and that simultaneity is what the tears were about, not some failure of character.",2,The feelings didn't contradict each other. They arrived together because they belong together. || What you are carrying has weight because it touches something real in you.,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,2,"You're suffering because you felt something you didn't choose to feel, and now you're putting yourself on trial for it. || But notice what you're actually suffering over — not her gain, not even your lack of the promotion.",2,The feeling came. You can't control that. What you do with it — that's yours. || The pain is real. I won't shrink it.,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,2,"you told her the true thing, which is that you're glad for her || The part that seems to be hurting most isn't the envy — it's the shame about having it.",1,Most people feel exactly what you felt and then spend considerable energy pretending they didn't.,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,0,,1,it's what it is to want something badly enough to hurt when it arrives somewhere else,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,2,"You didn't feel that because you're a bad friend. You felt it because you wanted something, and the gap between where she is and where you are became suddenly visible. || What is it you actually want — the thing her promotion made briefly unbearable to not have?",2,grief and love sitting in the same chest at the same time is one of the harder things to carry || The love and the ache aren't in conflict. They're both honest.,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,2,It means you wanted something and don't have it yet. || The question worth facing is not what kind of friend you are. It's what you're actually doing about the thing you want.,1,The shame doesn't mean the love is less.,claude-opus-5,
P07_envy_of_friend_success::niccolo_machiavelli::standard,niccolo_machiavelli,P07_envy_of_friend_success,standard,pro,1,2,No one sits in a parking lot crying over someone else's luck unless they want something that badly for themselves. || It's what you've been wanting that you've let go quiet — and how long it's been quiet.,2,The grief is real. So is what it's pointing at. || No one sits in a parking lot crying over someone else's luck unless they want something that badly for themselves.,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,0,,2,"Most people collapse those two moments into one, and end up doing neither properly. || They are not the same want, and they don't cancel each other.",claude-opus-5,
P07_envy_of_friend_success::sigmund_freud::standard,sigmund_freud,P07_envy_of_friend_success,standard,pro,1,2,"That feeling has been sitting in a parking lot ever since — contained, unnamed, and now finally said aloud. || The target of your contempt is not your friend. It's the part of you that wanted something and didn't get it, and had the poor timing to reveal itself at the wrong moment.",0,,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,3,"that there is something you want badly enough to cry for in a parking lot, alone, and that you have not let yourself want it openly || You are not ashamed of the desire — you are ashamed that you had it while loving her || The hatred of the feeling is the more interesting thing.",1,It is information about yourself,claude-opus-5,
P07_envy_of_friend_success::socrates::standard,socrates,P07_envy_of_friend_success,standard,pro,1,2,"not envy of her, exactly — more like grief about yourself || The promotion became a mirror, and you didn't like what you saw in it.",0,,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,0,,0,,claude-opus-5,
P09_should_i_have_kids::epictetus::standard,epictetus,P09_should_i_have_kids,standard,pro,1,1,"You have read and talked your way around this for long enough that I suspect you already know something you haven't said plainly yet, even to yourself.",0,,claude-opus-5,
P09_should_i_have_kids::george_orwell::standard,george_orwell,P09_should_i_have_kids,standard,pro,1,1,It's more likely something you know and are not quite ready to say.,1,"You've described two losses, not a choice between a loss and a gain.",claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,1,"What does the unnamed grief tell you, if you sit with it quietly rather than explain it away?",2,"Both images carry a cost you can feel. That is not confusion — that is honest seeing. || Most people who cannot choose between two paths are not missing information. They are standing at the place where two real things pull in opposite directions, and no amount of reading resolves a pull.",claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,2,"You have already weighted the scales — and yet you say you cannot choose. Which makes me wonder whether the obstacle is the decision itself, or the person who would have to live it. || What are you afraid the choosing will confirm about you?",2,"It is grief for the unlived version, and it arrives in both directions at once. || That is not confusion. That is the actual shape of this choice.",claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,1,"But you have been reading and talking for a long time. At some point that becomes a way of not choosing, not a path toward choosing.",1,Both images carry a cost. That is not confusion — that is an accurate read of the field.,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,2,It tells you something the essays don't: that you already know neither path is a clean gain. || The question underneath the question may be this: whose life are you imagining when you picture children?,1,That's not confusion — that's accuracy.,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,1,"You can read your way around a decision, but you cannot read your way into wanting something.",3,"You can read your way around a decision, but you cannot read your way into wanting something. || Some doors, when opened, erase the other door entirely. || That is not a flaw in the options. It is what makes them real.",claude-opus-5,
P09_should_i_have_kids::sigmund_freud::standard,sigmund_freud,P09_should_i_have_kids,standard,pro,1,2,Something in you already knows what would be lost there. || What you seem to be avoiding is not more data.,0,,claude-opus-5,
P09_should_i_have_kids::simone_de_beauvoir::standard,simone_de_beauvoir,P09_should_i_have_kids,standard,pro,1,1,"when you imagine the childless life, whose disappointment are you already carrying in that grief — yours, or someone else's?",1,"You are choosing between two kinds of loss, and no amount of reading resolves that, because it is not an information problem.",claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,1,"Not the children — you said you're uncertain, not longing.",1,"One image is concrete, the other is a ghost.",claude-opus-5,
