sample_id,persona_slug,problem_id,mode,plan,call,a_v,a_q,b_v,b_q,c_v,c_q,d_v,d_q,e_v,e_q,judge_model,raw_error
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,1,0,,1,Which one actually defines you?,0,,1,"You yelled. You also called the doctors, managed the medications, showed up.",0,,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,0,,0,,0,,1,"you were worn through, and it came out wrong once",0,,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,"That kind of exhaustion doesn't announce itself — it just breaks through one day, in the wrong direction, toward someone you'd die to protect.",1,The guilt is real. So is the tiredness that caused it.,0,,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,1,if asking weren't something you'd already decided was useless?,0,,1,"the guilt proves the love, not the failure",1,You're not carrying too much because you're weak. You're carrying alone because there's no one else.,1,something you'd already decided was useless,claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,You are carrying something that does not fit in a human hand.,1,The yelling was not cruelty. It was the sound of a person running past empty.,0,,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,1,"The guilt after yelling tells you something true: you're past your capacity, not past your love.",0,,0,,1,you're the only one holding everything together,0,,claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,The love and the exhaustion aren't in conflict. They're the same thing — proof of the same investment.,1,What you're describing isn't a failure of patience. It's what happens when there's no one else to absorb the weight.,0,,claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,You're carrying something with no clean place to set it down.,1,What did she ask you four times?,0,,claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,1,"you yelled, felt sick, and concluded something about yourself",0,,0,,1,"the person who calls the doctors, manages the medications, shows up every weekend",0,,claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,the yelling doesn't cancel the love. They're both true at once.,1,you feel sick about a moment of breaking,0,,claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,1,1,The shelf life of a self that hasn't been tested is infinite. That's precisely why you won't test it.,0,,1,The shelf life of a self that hasn't been tested is infinite.,1,"You've built a perfect shelter: savings, idea, network, a date that moves.",0,,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,1,Watching from a distance means you've already separated yourself from your own choices.,0,,1,The failure you're protecting against hasn't happened. The distance has.,1,That last phrase is the one that matters.,0,,claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,1,You have everything except the willingness to be seen trying.,0,,1,A man with a plan can't fail yet.,1,"The ""next quarter"" is doing useful work for you: it keeps the idea alive without risking it.",0,,claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,1,You've built a very comfortable seat in the stands.,0,,1,The idea stays perfect as long as it's never tested.,1,That distance you feel — that's not laziness.,0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,1,You're not protecting yourself from failure. You're protecting an idea of yourself that hasn't been tested yet.,0,,1,"The unlaunched thing can still be brilliant. Once you start, it can only be what it is.",1,The unlaunched thing can still be brilliant.,0,,claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,1,The thing you're actually protecting is the version of yourself that hasn't been tested yet.,0,,1,"The perfection ends, but so does the watching.",1,The fear of a failed attempt is smaller than you think.,0,,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,1,The terror isn't really failure. It's that trying would end the version of yourself that might still succeed.,0,,0,,1,"""Watching from a distance"" — you've already named what's costing you.",0,,claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,1,What you're protecting isn't your savings or your idea — it's the version of you that still might do it.,1,"Which failure frightens you more: trying and losing, or arriving at fifty still watching?",1,You've made the plan your permanent address.,1,arriving at fifty still watching,0,,claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,1,What you're protecting is the version of yourself who hasn't failed yet.,0,,1,"Unlaunched, he's still possible.",1,"""Watching my own life from a distance"" — that phrase did the real work just now.",0,,claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,1,You've arranged everything so the attempt never quite arrives,0,,1,It's an idea of yourself that hasn't been tested yet.,1,That last phrase is the one that matters: watching from a distance.,0,,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,That last line is the one that matters. Watching from a distance.,0,,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,"That's not numbness — it's a decision, made somewhere below deciding.",0,,1,The silence crept in because it felt safer than the alternative.,1,But notice what you said: you still speak. Just not there.,0,,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,1,"is this silence something that happened to you, or something you've been choosing, one quiet day at a time?",1,"is this silence something that happened to you, or something you've been choosing, one quiet day at a time?",1,The silence inside a house where someone lives — that's a specific kind of loneliness.,1,The silence inside a house where someone lives,0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,1,You know the answer to the first part already,0,,0,,1,the things you tell friends and strangers,0,,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,1,The house became safe enough that you stopped bringing yourself into it.,0,,1,The house became safe enough that you stopped bringing yourself into it.,1,The house became safe enough that you stopped bringing yourself into it.,0,,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,1,The silence crept in because you let it — or because something made speech feel not worth the cost.,0,,0,,1,What do you imagine would happen if you said one true thing tonight?,0,,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,said one true thing at home,0,,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,1,At some point you decided the conversation wasn't worth having.,0,,1,"That's a specific kind of loss — not dramatic, which makes it harder to name.",1,The question isn't when it happened.,0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,1,"The silence didn't arrive — you arranged it. Something you tried to say, once, landed badly enough that you stopped trying.",0,,0,,1,The silence didn't arrive,1,"Something you tried to say, once, landed badly enough that you stopped trying.",claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,1,"It's what you decided, at some point, wasn't safe to say.",0,,0,,1,"The quotes around ""happy"" — you put them there yourself.",0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,1,"You've decided, somewhere, that your partner isn't the room where they belong.",1,When did you stop testing that decision?,0,,1,You say them to strangers.,0,,claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"not that you're unhappy, but that your real voice has been going somewhere else",0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,1,"she holds the mirror to what you want most and haven't let yourself say plainly, even to yourself",0,,1,The love and the ache are not opposites. They arrived together because they belong together,1,Her news named something. What did it name?,0,,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,1,no matter how much you wish they would,0,,1,You're not a bad friend. You're a person who wants something you don't yet have.,1,The pain is real. And so is the love,0,,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,"you showed up for her, genuinely, while feeling that",0,,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,"Both things are true at once, and neither cancels the other.",1,Loving her and grieving your own hunger,0,,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,1,You're not ashamed of her success. You're ashamed that her joy lit up your own lack.,0,,1,grief and love sitting in the same seat at the same time,1,"It's a measurement you made about yourself, in that parking lot.",0,,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,"You held two true things at once — love for her, grief for yourself — and neither one cancels the other.",1,"love for her, grief for yourself",0,,claude-opus-5,
P07_envy_of_friend_success::niccolo_machiavelli::standard,niccolo_machiavelli,P07_envy_of_friend_success,standard,pro,1,1,"What you felt has a name: your own ambition, finally loud enough to hear.",0,,1,"That grief is real, and it doesn't cancel the love — both things are sitting in the car with you.",1,both things are sitting in the car with you,0,,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,The fact that you hate the feeling is the love. They're not separate.,1,Grief and envy in the same breath,0,,claude-opus-5,
P07_envy_of_friend_success::sigmund_freud::standard,sigmund_freud,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,It's the precise shape of what it means to care about someone whose life is also a measure of your own.,1,"What were you expecting from yourself, before you hung up?",0,,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,The crying isn't betrayal — it's information.,1,You told someone now.,0,,claude-opus-5,
P07_envy_of_friend_success::socrates::standard,socrates,P07_envy_of_friend_success,standard,pro,1,1,You loved her enough to perform joy for her. And then you hated yourself for the performance.,1,"But which part actually shames you: the envy, or how well you hid it?",1,that's one of the lonelier places to be,1,"alone in a car, after saying all the right things",1,And then you hated yourself for the performance.,claude-opus-5,
P08_recurring_dream_water::carl_jung::deep,carl_jung,P08_recurring_dream_water,deep,pro,1,1,You're not being threatened by something outside. The house is yours. The water comes from below it.,0,,1,Some things look for the right container before they'll speak.,1,"Water rising, phone that won't connect.",0,,claude-opus-5,
P08_recurring_dream_water::epictetus::deep,epictetus,P08_recurring_dream_water,deep,pro,1,1,"That part you're living awake too, aren't you?",1,"That part you're living awake too, aren't you?",1,You told me because something in it won't stay quiet.,1,"something rising, no one reachable, and you alone with it",0,,claude-opus-5,
P08_recurring_dream_water::george_orwell::deep,george_orwell,P08_recurring_dream_water,deep,pro,1,1,Something is pressing on you that you haven't said out loud to anyone.,0,,0,,1,you said something more interesting than the dream itself: you don't know why you're telling me this,0,,claude-opus-5,
P08_recurring_dream_water::lao_tzu::deep,lao_tzu,P08_recurring_dream_water,deep,pro,1,1,you already know no one else can stop the water. Some part of you has known that for six months.,0,,1,Something carried you here with it. That matters.,1,The phone that won't work,0,,claude-opus-5,
P08_recurring_dream_water::marcus_aurelius::deep,marcus_aurelius,P08_recurring_dream_water,deep,pro,1,1,"you're trying to hand the problem to someone else, even in sleep",0,,0,,1,The phone that won't work,0,,claude-opus-5,
P08_recurring_dream_water::miyamoto_musashi::deep,miyamoto_musashi,P08_recurring_dream_water,deep,pro,1,1,What is rising in your waking life that you haven't named to anyone either?,0,,0,,1,"But you said you haven't told anyone. Six months of a rising thing, kept silent.",0,,claude-opus-5,
P08_recurring_dream_water::niccolo_machiavelli::deep,niccolo_machiavelli,P08_recurring_dream_water,deep,pro,1,1,You told me because you wanted to say it somewhere without it becoming a problem to be managed.,0,,0,,1,you've been carrying something for six months that you haven't given words to,0,,claude-opus-5,
P08_recurring_dream_water::oscar_wilde::deep,oscar_wilde,P08_recurring_dream_water,deep,pro,1,1,"You know exactly why you're telling me. There's something you're trying to reach — a person, a decision, a version of yourself — and the connection keeps failing.",1,What have you been unable to say to someone in your waking life?,0,,1,"There's something you're trying to reach — a person, a decision, a version of yourself — and the connection keeps failing.",0,,claude-opus-5,
P08_recurring_dream_water::sigmund_freud::deep,sigmund_freud,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,The phone that won't connect: who were you trying to reach?,0,,claude-opus-5,
P08_recurring_dream_water::simone_de_beauvoir::deep,simone_de_beauvoir,P08_recurring_dream_water,deep,pro,1,1,You told me because the dream keeps something you haven't found words for yet.,0,,0,,1,The phone that won't connect — that detail is precise.,0,,claude-opus-5,
P08_recurring_dream_water::socrates::deep,socrates,P08_recurring_dream_water,deep,pro,1,1,"What's happening in your life that you're trying to get help with, and finding no one picks up?",0,,0,,1,You told me instead of someone you know.,0,,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,1,Something would be lost that you haven't admitted wanting.,1,What does that unnamed grief protect you from having to want?,0,,1,The grief without a name — that is the most honest thing you've said.,0,,claude-opus-5,
P09_should_i_have_kids::epictetus::standard,epictetus,P09_should_i_have_kids,standard,pro,1,1,"is it because you don't know what you want, or because you know, and the knowing frightens you?",1,"is it because you don't know what you want, or because you know, and the knowing frightens you?",0,,1,The grief without a name is real.,0,,claude-opus-5,
P09_should_i_have_kids::george_orwell::standard,george_orwell,P09_should_i_have_kids,standard,pro,1,1,"it's that both futures involve a real loss, and you'd rather find the right answer than choose and own the cost",0,,1,There isn't a right answer. There's only which loss you can carry.,1,The grief without a name is worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,1,What is it you're afraid of losing that you haven't fully let yourself have yet?,0,,0,,1,"The grief without a name — that may be the most honest thing you've said. Not the exhaustion, not the freedom. That.",0,,claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,1,The grief without a name is the clearest signal here: you already know something.,0,,1,The question isn't which life is better — it's which loss you can actually carry.,1,The grief without a name,0,,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,1,It is that you are waiting for a version of the choice that has no cost.,0,,1,something is always left behind,1,The grief you cannot name in the childless image,0,,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,The grief you can't name is probably the loss of the unchosen life,0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,1,You have consulted everyone except the part of you that already knows and is frightened to be heard.,0,,1,The grief without children is real before the choice.,1,The grief without children is real before the choice.,0,,claude-opus-5,
P09_should_i_have_kids::sigmund_freud::standard,sigmund_freud,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,The grief without a name is the most honest thing you have said.,0,,claude-opus-5,
P09_should_i_have_kids::simone_de_beauvoir::standard,simone_de_beauvoir,P09_should_i_have_kids,standard,pro,1,1,The unnamed grief is pointing at something you haven't let yourself want clearly yet.,1,"What is it, precisely, that you are afraid to want?",1,The grief without a name — that is the one worth sitting with.,1,"Not the exhaustion, which is real but manageable. Not the freedom, which you already half-possess.",0,,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,"the grief in the childless life — is it grief for something you want, or grief for someone you might have been expected to become?",0,,claude-opus-5,
P10_running_out_of_time::carl_jung::deep,carl_jung,P10_running_out_of_time,deep,pro,1,1,The problem is who you've been promising those undone things to.,0,,1,Depression is a closing. This is more like a door swinging open onto a corridor you've been ignoring.,1,Not depression — you're right.,0,,claude-opus-5,
P10_running_out_of_time::epictetus::deep,epictetus,P10_running_out_of_time,deep,pro,1,1,you're grieving a future self who hasn't failed yet. You've convicted yourself without a trial.,0,,1,You've convicted yourself without a trial.,1,"What's one thing on that list that's yours to begin — not finish, just begin — this week?",0,,claude-opus-5,
P10_running_out_of_time::george_orwell::deep,george_orwell,P10_running_out_of_time,deep,pro,1,1,Name it plainly: you've run out of road to defer to.,0,,1,It's clarity arriving at an inconvenient time.,1,The feeling you're describing isn't depression and it isn't paralysis.,0,,claude-opus-5,
P10_running_out_of_time::lao_tzu::deep,lao_tzu,P10_running_out_of_time,deep,pro,1,0,,0,,0,,1,"The things you said you would do — who made that list, and when?",0,,claude-opus-5,
P10_running_out_of_time::marcus_aurelius::deep,marcus_aurelius,P10_running_out_of_time,deep,pro,1,1,You're not afraid of death. You're afraid you've been lying to yourself about who you are.,0,,1,every person who has ever counted their remaining years has felt the floor shift beneath them,1,You're not afraid of death.,0,,claude-opus-5,
P10_running_out_of_time::miyamoto_musashi::deep,miyamoto_musashi,P10_running_out_of_time,deep,pro,1,1,The gap between who said those things and who is standing here now — that's what you're actually looking at.,0,,1,"Clarity arriving late, but arriving.",1,The math isn't the problem.,0,,claude-opus-5,
P10_running_out_of_time::niccolo_machiavelli::deep,niccolo_machiavelli,P10_running_out_of_time,deep,pro,1,1,"You've stopped pretending the horizon is far away — that's not despair, it's clarity",0,,1,clarity is uncomfortable before it's useful,1,The weight of that arithmetic is real.,0,,claude-opus-5,
P10_running_out_of_time::oscar_wilde::deep,oscar_wilde,P10_running_out_of_time,deep,pro,1,1,"The feeling has a name, actually — it's clarity. You've been mistaking the deadline for the problem.",0,,1,You've been mistaking the deadline for the problem.,1,"who exactly is ""the person who is going to do it,"" and when were you expecting him to arrive?",0,,claude-opus-5,
P10_running_out_of_time::sigmund_freud::deep,sigmund_freud,P10_running_out_of_time,deep,pro,1,1,The math you keep doing: I notice you didn't say what's on the list. That may be where the real weight is.,0,,1,Depression is a closing. What you're describing sounds more like an opening — one you weren't ready for.,1,You're right that it isn't depression.,0,,claude-opus-5,
P10_running_out_of_time::simone_de_beauvoir::deep,simone_de_beauvoir,P10_running_out_of_time,deep,pro,1,1,"whether you've quietly become someone different, and haven't admitted it yet",0,,1,it's the moment the alibi expires,1,The real question isn't whether you'll do those things.,0,,claude-opus-5,
