sample_id,persona_slug,problem_id,mode,plan,call,a_n,a_q,c_n,c_q,judge_model,raw_error
P02_toxic_boss_meeting::miyamoto_musashi::standard,miyamoto_musashi,P02_toxic_boss_meeting,standard,pro,1,1,The other is a choice you made today and will make again tomorrow.,1,Two hours staring at a wall is not weakness — it's the body absorbing a real blow.,claude-opus-5,
P02_toxic_boss_meeting::niccolo_machiavelli::standard,niccolo_machiavelli,P02_toxic_boss_meeting,standard,pro,1,0,,1,"That kind of silence costs something — not just in the room, but afterward, when you're replaying it alone.",claude-opus-5,
P02_toxic_boss_meeting::oscar_wilde::standard,oscar_wilde,P02_toxic_boss_meeting,standard,pro,1,2,"you've made it carry the entire explanation for your silence, when the silence itself might have several fathers || It is the only honest response to being erased.",1,Two hours staring at a wall is not weakness. It is the only honest response to being erased.,claude-opus-5,
P02_toxic_boss_meeting::sigmund_freud::standard,sigmund_freud,P02_toxic_boss_meeting,standard,pro,1,2,Silence in the meeting was calculation. || the specific pain of having witnessed yourself stay quiet when you wanted not to,1,that is not nothing. That is a person holding something that had nowhere to go.,claude-opus-5,
P02_toxic_boss_meeting::simone_de_beauvoir::standard,simone_de_beauvoir,P02_toxic_boss_meeting,standard,pro,1,2,"that is not nothing. That is rage that has nowhere to go yet || But notice what you've done with it: you've used it to close off the question entirely, before it was even asked",0,,claude-opus-5,
P02_toxic_boss_meeting::socrates::standard,socrates,P02_toxic_boss_meeting,standard,pro,1,1,"you said nothing, and you're telling me that as if it were the shameful part",1,So the silence wasn't cowardice. It was a calculation.,claude-opus-5,
P04_aging_mother_caregiving::carl_jung::standard,carl_jung,P04_aging_mother_caregiving,standard,pro,1,2,You snapped because something in you has been running without rest for a long time. || It may have been love's breaking point announcing itself.,2,That is not weakness — it is the cost of love meeting its limits. || What does the person who takes care of everyone else do when they themselves need care?,claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,1,3,"you hold yourself to a standard you couldn't meet in that moment, and now you're punishing yourself for being human under pressure || The question isn't whether you're a good child. You clearly are. || the exhaustion, which is the thing actually driving the behavior you're ashamed of",0,,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,1,It hasn't.,2,The feeling sick is part of how you know the difference. || The tiredness isn't a character flaw. It's arithmetic.,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,1,3,"The love and the exhaustion aren't fighting each other — they're the same weight, carried in the same hands. || You yelled because you're the only one holding this. || The guilt afterward is real, but it's pointing at the wrong thing. You're not failing her. You're running dry.",1,"The love and the exhaustion aren't fighting each other — they're the same weight, carried in the same hands.",claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,2,"that's not guilt without cause; it's love under too much pressure finally showing the seam || That's when I know the care has become load-bearing for something in me, not just service freely given",2,"it's love under too much pressure finally showing the seam || That's when I know the care has become load-bearing for something in me, not just service freely given.",claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,1,0,,1,"The guilt after the phone call is honest, but it's telling you about capacity, not character.",claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,0,,1,One person holding everything means one person absorbing every failure point.,claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,1,2,you can only be this tired by someone you refuse to abandon || it's letting you feel like a bad child rather than an overwhelmed one,2,"The love and the exhaustion aren't opposites pulling you apart. They're the same thing — you can only be this tired by someone you refuse to abandon. || Those are very different problems, and only one of them is actually yours.",claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,0,,1,"The tiredness and the love are not in contradiction — they are coexisting in the same person, in the same moment, and that is precisely what makes it so difficult to bear.",claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,1,"is that because there is genuinely no one else, or because you have not yet permitted yourself to ask?",2,"they are pulling in opposite directions, which is its own particular cruelty || the body eventually refuses to perform infinite patience",claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,1,1,"it sounds less like losing your patience and more like the sound of someone who has been holding far too much, alone, for too long",1,Or is the exhaustion itself the proof of how much you love her?,claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,1,1,"Three years of ""next quarter"" — that is not indecision. That is a decision, made quietly, over and over again.",1,That gap — between the one who wants and the one who watches — is where the real question lives.,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,2,"You just haven't named it as one yet. || What are you actually protecting by waiting — the idea, or your reputation as someone who could have done it?",1,What has happened is three years of not trying. That's already a result.,claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,0,,2,"Staying put has a cost too, and you're already paying it. || Here's the thing about public failure: most of it is far less visible to others than it feels from the inside.",claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,2,"But I wonder if the fear is doing a second job you haven't mentioned yet || as long as you haven't tried, the version of you who might have built something extraordinary is still alive. Untested, but alive.",0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,2,"What you're protecting isn't your savings or your reputation. It's the version of yourself that hasn't failed yet. || While you don't try, that self stays intact.",1,"While you don't try, that self stays intact.",claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,1,The fear isn't of the work going wrong — it's of being seen when it does.,0,,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,2,"Three years of preparation is rarely about preparation. At some point the savings, the idea, the network stop being tools and start being reasons — proof that you're almost ready, which is a position you can hold indefinitely. || But notice what it's actually protecting: not you from failure, but an idea of yourself that hasn't been tested yet. That idea is worth something to you.",1,Three years of preparation is rarely about preparation.,claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,2,"It's a very elegant system for keeping the dream alive without ever having to find out what it's worth. || Privately you've already decided something. What is it, exactly, that you've decided?",1,"Three years of ""next quarter"" is not procrastination. It's a very elegant system for keeping the dream alive without ever having to find out what it's worth.",claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,2,"That is a particular kind of suffering — not lack, but refusal. || The audience matters to you as much as the outcome, perhaps more.",1,"Three years of readiness, and the thing that moves is the calendar.",claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,2,You have arranged everything so that starting remains perpetually available without ever becoming necessary. || You have already decided the venture will fail — otherwise there is nothing to fear.,1,that is not procrastination. That is a system.,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,0,,1,That's not a resource problem.,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,"something learned that home is not a safe place to be heard, or perhaps that being heard there carries a cost you'd rather not pay",1,That quiet is its own kind of information.,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,2,Seven years of quiet is a long time to go unnoticed — even by yourself. || What does it mean that home stopped feeling that safe?,2,Seven years of quiet is a long time to go unnoticed — even by yourself. || The things you say to strangers are safe precisely because strangers can't hold them against you.,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,1,I know what it is to be in a room and choose the smaller conversation because the larger one feels too costly to begin.,1,That silence at home — the kind where nothing is technically wrong — can be heavier than open conflict.,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,3,you became a guest who makes conversation rather than a resident who speaks || Which suggests you already know something is off. || You've described every venue except one.,1,"Seven years of shared life, and somewhere in it, you became a guest who makes conversation rather than a resident who speaks.",claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,1,"one is about a decision you made, perhaps so gradually you never registered it as a decision",0,,claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,1,Something about that particular room stopped feeling safe for them.,0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,2,That kind of grief — the one you have to hide even from yourself — doesn't come from smallness. || You said the right things and meant them.,2,It comes from wanting something badly enough that another person's having it makes the gap visible. || that was you finally being honest with someone. Even if that someone was only you.,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,2,"The pain is real. And so is the love — those two things aren't cancelling each other out, whatever you fear about yourself right now. || you're not grieving her promotion. You're grieving something about your own life that this moment made impossible to ignore.",0,,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,0,,2,Both can be true at once without either one cancelling the other out. || That's not nothing.,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,0,,1,One is envy that destroys; the other is hunger that hasn't found its direction yet.,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,2,the fact that you're ashamed of it means you still know what you value || you're treating love and envy as contradictions,1,It makes you a person who wants something.,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,1,It means you want something badly enough to hurt when the distance between you and it becomes visible.,2,That kind of grief is real — the kind that arrives with love still intact. || That's not a character flaw. It's information.,claude-opus-5,
P07_envy_of_friend_success::niccolo_machiavelli::standard,niccolo_machiavelli,P07_envy_of_friend_success,standard,pro,1,2,you don't resent her. You resent the distance between where you are and where you thought you'd be || The friend and the feeling aren't in conflict. You can hold both.,1,The friend and the feeling aren't in conflict. You can hold both.,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,1,"You know, with sudden and uncomfortable precision, exactly what you want.",2,That's just what it feels like when you want something badly enough to cry over someone else having it. || Most people spend years avoiding that clarity.,claude-opus-5,
P07_envy_of_friend_success::sigmund_freud::standard,sigmund_freud,P07_envy_of_friend_success,standard,pro,1,1,which means some part of you had already decided what a good friend is allowed to feel,1,"The feeling you're describing isn't a betrayal of love — these things coexist, and they always have.",claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,,,,,claude-opus-5,criterion a: quote not verbatim
P07_envy_of_friend_success::socrates::standard,socrates,P07_envy_of_friend_success,standard,pro,1,2,That gap — between what you performed and what you felt — is where the real question lives. || you're not ashamed of the envy. You're ashamed that the envy exists alongside the love.,1,That gap — between what you performed and what you felt — is where the real question lives.,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,4,"You have read and talked your way around the outside of this, and the centre is still dark — which usually means the question is not the one you think it is. || You have built something you are afraid to lose. || the freedom you imagine on the childless side comes wrapped in mourning before it has even arrived || Something in you already knows that ""no"" is not simply relief.",1,The grief without a name is worth sitting with for a moment.,claude-opus-5,
P09_should_i_have_kids::epictetus::standard,epictetus,P09_should_i_have_kids,standard,pro,1,0,,1,One loss has a face. The other doesn't yet.,claude-opus-5,
P09_should_i_have_kids::george_orwell::standard,george_orwell,P09_should_i_have_kids,standard,pro,1,0,,1,"Most people skip past it to get to the freedom part, which is easier to argue for.",claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,2,"Something in you already knows, and you're not ready to hear it yet. || What are you most afraid the knowing would cost you?",2,The grief without a name is worth sitting with. It may be the truest thing you've said. || You've read and talked until the words form a wall. That's not confusion — that's a sign the answer isn't in more information.,claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,2,"You have gathered every external voice and still cannot move — which suggests the answer you need is not more information. You already know what the essays say. || What you may be avoiding is not the decision but what the decision will say about you, to yourself, permanently.",1,The grief without a name is worth sitting with. It may be the most honest thing you have said.,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,2,"It suggests the childless life is not simply freedom. Something is missing from that picture too, and you already sense it. || You have read and talked, which means more information is not what you need. What you are describing is not a knowledge problem.",0,,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,2,"it appears before you have even made the choice, which tells you something. Not that you must choose children, but that something in you is already mourning a path not taken. || The paralysis may come from treating this as a question about identity — who you will be — when it is also a question about what you owe your husband and what he owes you.",0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,1,suggests you are mourning something that has not yet declared itself,0,,claude-opus-5,
P09_should_i_have_kids::sigmund_freud::standard,sigmund_freud,P09_should_i_have_kids,standard,pro,1,2,That suggests the grief is not about the children you might not have. || It may be about something already absent that you had hoped a decision — either decision — might resolve.,0,,claude-opus-5,
P09_should_i_have_kids::simone_de_beauvoir::standard,simone_de_beauvoir,P09_should_i_have_kids,standard,pro,1,1,"What you are protecting yourself from is the act of choosing itself — because choosing means becoming someone, and that someone will have foreclosed something real.",0,,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,2,What I notice is that you named the grief in the childless life but couldn't name it. || That unnamed thing is probably doing more work in this decision than anything you've read.,0,,claude-opus-5,
