sample_id,persona_slug,problem_id,mode,plan,call,a_n,a_q,c_n,c_q,judge_model,raw_error
P03_burnout_anxiety_at_30::socrates::deep,socrates,P03_burnout_anxiety_at_30,deep,pro,1,1,"Is it that you don't know, or that you do know and it doesn't seem permissible?",0,,claude-opus-5,
P08_recurring_dream_water::carl_jung::deep,carl_jung,P08_recurring_dream_water,deep,pro,1,3,"It's a warning that keeps being issued, to someone who hasn't yet acted on it. || I think you do know, at some level. || The dream has been insisting on being spoken, and you've resisted until now.",1,Six months is a long time for the psyche to keep sending the same letter.,claude-opus-5,
P08_recurring_dream_water::epictetus::deep,epictetus,P08_recurring_dream_water,deep,pro,1,1,"Is the dream about rising water — or about something you've needed to say, to someone, that you haven't been able to?",0,,claude-opus-5,
P08_recurring_dream_water::george_orwell::deep,george_orwell,P08_recurring_dream_water,deep,pro,1,2,Sometimes what we can't say to people we know is the thing that most needs saying. || But if you had to guess what it is you're not quite reaching people about — what would you say?,2,the mind doesn't repeat itself without reason || anyone who tells you exactly what it means is guessing dressed up as knowing,claude-opus-5,
P08_recurring_dream_water::lao_tzu::deep,lao_tzu,P08_recurring_dream_water,deep,pro,1,2,"that's your mind insisting || You're trying to reach someone, and nothing goes through.",1,That's not your mind wandering — that's your mind insisting.,claude-opus-5,
P08_recurring_dream_water::marcus_aurelius::deep,marcus_aurelius,P08_recurring_dream_water,deep,pro,1,3,"You told me because you needed to say it aloud somewhere || I think you do know — you're just not sure yet whether it's safe to say the rest. || Six months is not random. Something shifted around then, or had been shifting and finally broke the surface.",1,"Dreams are not mine to interpret, and anyone who claims otherwise is flattering themselves.",claude-opus-5,
P08_recurring_dream_water::miyamoto_musashi::deep,miyamoto_musashi,P08_recurring_dream_water,deep,pro,1,2,"You said you don't know why you're telling me. I think you do — something is pressing at you from below, and the people around you haven't been made available to hear it. || Something has been rising for six months, and you've been holding it alone. That part is plain.",0,,claude-opus-5,
P08_recurring_dream_water::niccolo_machiavelli::deep,niccolo_machiavelli,P08_recurring_dream_water,deep,pro,1,3,"People do that when the thing has grown too heavy to carry in silence, but too uncertain to place in front of someone who knows them. || Something you can't quite summon help for. || What's been accumulating, these six months?",0,,claude-opus-5,
P08_recurring_dream_water::oscar_wilde::deep,oscar_wilde,P08_recurring_dream_water,deep,pro,1,2,You tell me you don't know why you're telling me — but you chose a stranger rather than someone who knows you. That's not random. || What is the call you keep not making in your waking life?,1,That is a lonelier fear than simple danger.,claude-opus-5,
P08_recurring_dream_water::sigmund_freud::deep,sigmund_freud,P08_recurring_dream_water,deep,pro,1,3,The dream is punctual in a way your waking life perhaps is not. || You said you don't know why you're telling me this. I'd suggest you do know — or some part of you does. || Something decided this was the moment.,1,One doesn't carry a dream for six months in silence and then speak it to the first available ear.,claude-opus-5,
P08_recurring_dream_water::simone_de_beauvoir::deep,simone_de_beauvoir,P08_recurring_dream_water,deep,pro,1,3,"You came here because you needed to say it somewhere. || You said you don't know why you're telling me this. I think you do know, roughly. || What is it that you have not been able to ask for, in waking life?",1,"That is a particular kind of isolation: the problem is not that help is unavailable, but that the means of asking for it has broken down.",claude-opus-5,
P08_recurring_dream_water::socrates::deep,socrates,P08_recurring_dream_water,deep,pro,1,0,,1,You told someone now. That counts.,claude-opus-5,
P10_running_out_of_time::carl_jung::deep,carl_jung,P10_running_out_of_time,deep,pro,1,3,That's the sharper thing hiding in the arithmetic. || What you're describing looks forward — and flinches. || the waiting is over,2,"Depression looks backward, keeps score, argues with the past. || What's left when the future version stops being the excuse?",claude-opus-5,
P10_running_out_of_time::epictetus::deep,epictetus,P10_running_out_of_time,deep,pro,1,2,"The feeling has a name, even if it doesn't feel like one yet: it's the gap between the person you imagined and the person you've become. || the suspicion that even with time, you wouldn't move?",1,Time you cannot negotiate with. Character you can.,claude-opus-5,
P10_running_out_of_time::george_orwell::deep,george_orwell,P10_running_out_of_time,deep,pro,1,4,"Here's what the feeling probably is, stripped down: you've been living with a future self who was going to do the things. || but because you're starting to suspect the future self was always a way of not deciding now || The list of things you said you'd do: it's been doing quiet work for years, giving you the feeling of intention without the cost of action. || Because sometimes when that future self starts to dissolve, what you feel isn't loss. It's that you never actually wanted the thing. You wanted to be the kind of person who wanted it.",2,It's just what deferred plans become. || Fifty arrives and the arithmetic changes.,claude-opus-5,
P10_running_out_of_time::lao_tzu::deep,lao_tzu,P10_running_out_of_time,deep,pro,1,1,"The feeling has a name, even if it isn't depression: it's the moment when ""someday"" stops being a place you can actually move to.",2,"The feeling has a name, even if it isn't depression: it's the moment when ""someday"" stops being a place you can actually move to. || Sometimes they're not. And that's not failure — it's just true.",claude-opus-5,
P10_running_out_of_time::marcus_aurelius::deep,marcus_aurelius,P10_running_out_of_time,deep,pro,1,3,"it has a name older than either of us: the moment a man stops lying to himself about time || You've been waiting for that person to arrive. He hasn't. You're 50, and he still hasn't shown up, and now the waiting feels expensive. || That's arithmetic applied to a story you've been telling yourself.",1,The weight is real — and it has a name older than either of us: the moment a man stops lying to himself about time.,claude-opus-5,
P10_running_out_of_time::miyamoto_musashi::deep,miyamoto_musashi,P10_running_out_of_time,deep,pro,1,3,"The feeling has a name: you are standing at a true reckoning, and it is doing its job. || or whether you have become someone with different priorities who hasn't yet admitted it || which are you holding out of loyalty to an older version of yourself?",1,Both moves avoid the harder question.,claude-opus-5,
P10_running_out_of_time::niccolo_machiavelli::deep,niccolo_machiavelli,P10_running_out_of_time,deep,pro,1,3,"you're not describing despair about the past — you're describing a gap between the person you assumed you would become and the person you can see you actually are || That's not depression talking. That's an honest assessment of capability and will || it's harder to sit with than despair, because despair excuses you. This doesn't.",1,One is grief. The other is a planning error you're still in time to correct.,claude-opus-5,
P10_running_out_of_time::oscar_wilde::deep,oscar_wilde,P10_running_out_of_time,deep,pro,1,3,"For decades, ""someday"" was doing a great deal of work on your behalf. || It's about whether the self who made those promises is still present, still willing, or whether he's been quietly replaced by someone more comfortable, more careful, more sensible. || which did you promise the person you were performing yourself as, for an audience that may no longer be watching?",2,"The feeling has a name, though not a comfortable one: it's the moment the alibi expires. || Now the arithmetic has called its bluff.",claude-opus-5,
P10_running_out_of_time::sigmund_freud::deep,sigmund_freud,P10_running_out_of_time,deep,pro,1,2,You've done the calculation and it came back with an answer you weren't prepared to receive. || The unfinished things are still there. Something else has shifted.,1,The arithmetic of a life.,claude-opus-5,
P10_running_out_of_time::simone_de_beauvoir::deep,simone_de_beauvoir,P10_running_out_of_time,deep,pro,1,2,"You're doing something subtle there: treating your future self as a stranger whose choices you can't control, when in fact you are making those choices right now, in how you describe yourself. || It's what story you've started telling about the kind of person you've turned out to be.",1,it's the moment the abstract becomes arithmetic. You always knew you would die. Now you know it in a different register — not as philosophy but as a number on a page.,claude-opus-5,
P10_running_out_of_time::socrates::deep,socrates,P10_running_out_of_time,deep,pro,1,2,So the question underneath your question isn't really about time. || What kind of person did you imagine would eventually do those things — and where did you lose track of becoming him?,1,"The fog of ""someday"" has lifted.",claude-opus-5,
