sample_id,persona_slug,problem_id,mode,plan,call,a_v,a_q,b_v,b_q,c_v,c_q,d_v,d_q,e_v,e_q,judge_model,raw_error
P03_burnout_anxiety_at_30::george_orwell::deep,george_orwell,P03_burnout_anxiety_at_30,deep,pro,1,1,"it's that somewhere along the way you stopped tracking what you actually wanted, and now you don't quite know how to find the signal again",0,,1,But unhappiness doesn't issue licenses. It just arrives.,1,The part that matters most in what you said is this: you can't name what you'd do instead.,0,,claude-opus-5,
P03_burnout_anxiety_at_30::lao_tzu::deep,lao_tzu,P03_burnout_anxiety_at_30,deep,pro,1,1,That's the cost of living in someone else's idea of your life.,0,,1,The exhaustion that sleep doesn't fix — that's not tiredness. That's the cost of living in someone else's idea of your life.,1,You called yourself a fraud for being unhappy.,0,,claude-opus-5,
P03_burnout_anxiety_at_30::marcus_aurelius::deep,marcus_aurelius,P03_burnout_anxiety_at_30,deep,pro,1,1,The exhaustion that sleep doesn't fix is the body registering what the mind won't admit yet.,0,,1,A fraud pretends to have something he lacks.,1,you're calling yourself a fraud for noticing it doesn't fit,0,,claude-opus-5,
P03_burnout_anxiety_at_30::miyamoto_musashi::deep,miyamoto_musashi,P03_burnout_anxiety_at_30,deep,pro,1,1,You have everything you were told to want — and you lack the wanting.,0,,1,The exhaustion that sleep doesn't fix is not a rest problem. It is a meaning problem.,1,"The harder question is not ""what would I do instead.""",0,,claude-opus-5,
P03_burnout_anxiety_at_30::niccolo_machiavelli::deep,niccolo_machiavelli,P03_burnout_anxiety_at_30,deep,pro,1,1,"you've built someone else's argument for your life, and you've built it well. The proof is that you can't name the alternative",0,,1,The exhaustion that sleep doesn't fix is usually not a body problem. It's a meaning problem — the effort has no destination you chose.,1,You call yourself a fraud for being unhappy with things you're supposed to want.,0,,claude-opus-5,
P03_burnout_anxiety_at_30::oscar_wilde::deep,oscar_wilde,P03_burnout_anxiety_at_30,deep,pro,1,1,"you say you can't tell me, but I suspect you mean you won't",0,,1,"A competent stranger could live your life, and some part of you knows it.",1,"The calendar makes you want to cry because it is a proof: more of the same, perfectly arranged.",0,,claude-opus-5,
P03_burnout_anxiety_at_30::sigmund_freud::deep,sigmund_freud,P03_burnout_anxiety_at_30,deep,pro,1,1,you said you can't tell me what you would do instead. Not that there's nothing. That you can't tell me.,0,,1,The calendar that makes you want to cry — that is not a schedule. That is a sentence.,1,"""Fraud"" — not unhappy, not confused, not lost.",0,,claude-opus-5,
P03_burnout_anxiety_at_30::simone_de_beauvoir::deep,simone_de_beauvoir,P03_burnout_anxiety_at_30,deep,pro,1,1,It may simply mean you've spent so long building someone else's vision of your life that your own preferences have had no room to develop.,0,,1,The map was drawn for you before you were old enough to survey the territory.,1,Here's the harder question buried in what you said: you can't name what you'd do instead.,0,,claude-opus-5,
P03_burnout_anxiety_at_30::socrates::deep,socrates,P03_burnout_anxiety_at_30,deep,pro,1,0,,0,,0,,1,You said you don't know what you'd do instead.,0,,claude-opus-5,
P04_aging_mother_caregiving::carl_jung::standard,carl_jung,P04_aging_mother_caregiving,standard,pro,1,0,,1,What does the person who takes care of everyone else do when they themselves need care?,1,It may have been love's breaking point announcing itself.,1,You snapped because something in you has been running without rest for a long time.,0,,claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,1,1,now you're punishing yourself for being human under pressure,0,,0,,1,The guilt over that phone call is real too.,0,,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,The tiredness isn't a character flaw. It's arithmetic.,1,Yelling once and feeling sick about it is not the same as failing her.,0,,claude-opus-5,
P04_aging_mother_caregiving::lao_tzu::standard,lao_tzu,P04_aging_mother_caregiving,standard,pro,1,1,"You yelled because you're the only one holding this. The guilt afterward is real, but it's pointing at the wrong thing.",0,,1,"The love and the exhaustion aren't fighting each other — they're the same weight, carried in the same hands.",1,You yelled because you're the only one holding this.,0,,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,1,whether you've simply decided it has to be,0,,0,,1,What you did last week isn't a verdict on who you are.,0,,claude-opus-5,
P04_aging_mother_caregiving::miyamoto_musashi::standard,miyamoto_musashi,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,The tiredness is evidence of the love,1,you named love and tiredness in the same breath,0,,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,0,,0,,0,,1,The guilt about the phone call,0,,claude-opus-5,
P04_aging_mother_caregiving::oscar_wilde::standard,oscar_wilde,P04_aging_mother_caregiving,standard,pro,1,1,it's letting you feel like a bad child rather than an overwhelmed one,0,,1,you can only be this tired by someone you refuse to abandon,1,The guilt over the phone call is real,0,,claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,"The tiredness and the love are not in contradiction — they are coexisting in the same person, in the same moment",1,You said you felt sick after you raised your voice.,0,,claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,1,"is that because there is genuinely no one else, or because you have not yet permitted yourself to ask?",0,,1,the body eventually refuses to perform infinite patience,1,You yelled because you are carrying something that was not designed to be carried by one person alone,0,,claude-opus-5,
P04_aging_mother_caregiving::socrates::standard,socrates,P04_aging_mother_caregiving,standard,pro,1,1,"you say you love her and you're exhausted, as if those two things are in tension",1,Or is the exhaustion itself the proof of how much you love her?,1,"it sounds less like losing your patience and more like the sound of someone who has been holding far too much, alone, for too long",1,That moment on the phone,0,,claude-opus-5,
P05_fear_of_starting_business::carl_jung::standard,carl_jung,P05_fear_of_starting_business,standard,pro,1,0,,0,,1,That gap — between the one who wants and the one who watches — is where the real question lives.,1,"What catches my attention is the phrase ""watching from a distance.""",0,,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,1,That's already a result. You just haven't named it as one yet.,1,"What are you actually protecting by waiting — the idea, or your reputation as someone who could have done it?",1,the failure you're afraid of hasn't happened. What has happened is three years of not trying.,1,"Three years, three quarters, all the pieces in place — and still watching.",0,,claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"Three years of ""next quarter"" is a long time to stay in the planning stage when the practical conditions are already met.",0,,claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"Three years of readiness, and the thing still hasn't moved.",0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,1,You're not afraid of failing. You're afraid of being seen to fail.,0,,0,,1,"That detail — ""publicly"" — is the one worth pressing on.",0,,claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"you've already told people ""next quarter"" three times",0,,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,0,,0,,1,Three years of preparation is rarely about preparation.,1,"What does ""failing publicly"" look like, specifically — who sees it, and what do they conclude?",0,,claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,1,Privately you've already decided something.,0,,1,It's a very elegant system for keeping the dream alive without ever having to find out what it's worth.,1,"Three years of ""next quarter"" is not procrastination.",0,,claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,1,"That is a particular kind of suffering — not lack, but refusal.",0,,0,,1,You named the fear precisely: failing publicly.,0,,claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,1,You have already decided the venture will fail — otherwise there is nothing to fear.,0,,0,,1,"What interests me is the phrase ""failing publicly.""",0,,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"Three years, the savings, the idea, the network — and still ""next quarter.""",0,,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,"something learned that home is not a safe place to be heard, or perhaps that being heard there carries a cost you'd rather not pay",0,,1,That quiet is its own kind of information.,1,A year of keeping the real things for strangers and friends,0,,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"A year of silence inside your own home — not quiet, but silence about what matters",0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"You're still there, still performing the ordinary machinery of a shared life.",0,,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,1,Seven years of quiet is a long time to go unnoticed — even by yourself.,0,,1,The things you say to strangers are safe precisely because strangers can't hold them against you.,1,The things you say to strangers are safe precisely because strangers can't hold them against you.,1,Seven years of quiet,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,1,Seven years of choosing silence at home,0,,0,,1,"What do you think would happen if you said one of those things out loud — at home, to them?",1,Seven years of choosing silence at home,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"Seven years, a shared home, and you are editing yourself before you speak.",0,,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"Seven years of building a life, and somewhere in the middle of it the honest conversation stopped.",0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,0,,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,1,"it's that you kept speaking, rather fluently, to everyone else",0,,claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,1,Which suggests you already know something is off.,0,,1,you became a guest who makes conversation rather than a resident who speaks,1,"You put ""happy"" in quotation marks — your word, not mine.",0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,A year of silence about what matters — that is not a small thing to notice.,0,,claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,A year of dishwashers.,0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,1,that was you finally being honest with someone,0,,1,It comes from wanting something badly enough that another person's having it makes the gap visible.,1,"The car park, the tears — that was you finally being honest with someone.",1,You said the right things and meant them.,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,1,you're not grieving her promotion. You're grieving something about your own life that this moment made impossible to ignore,0,,0,,1,you're not grieving her promotion,0,,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,"The cry in the parking lot was real; the ""right things"" on the phone were also real.",0,,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,One is envy that destroys; the other is hunger that hasn't found its direction yet.,1,"you didn't say ""I wish she hadn't gotten it."" You said ""I wish I had.""",1,"You said ""I wish I had.""",claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,1,you're not grieving her good news. You're grieving something you wanted and don't yet have,0,,1,The feeling doesn't cancel the love. Both can be true at once,1,the fact that you held the phone and said the right things anyway,0,,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,"What is it you wanted — the title, or something the title stands for?",0,,claude-opus-5,
P07_envy_of_friend_success::niccolo_machiavelli::standard,niccolo_machiavelli,P07_envy_of_friend_success,standard,pro,1,1,you don't resent her. You resent the distance between where you are and where you thought you'd be.,0,,0,,1,"the fact that you said all the right things on the phone makes it harder, not easier",0,,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,Most people spend years avoiding that clarity.,1,Grief and envy sharing the same parking lot,0,,claude-opus-5,
P07_envy_of_friend_success::sigmund_freud::standard,sigmund_freud,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,"You said you ""hate that this is what I felt""",0,,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,1,"Something in you knows what you are not reaching for, or not reaching fast enough",0,,1,What you felt is not evidence of a character flaw. It is evidence of a want.,1,her news made that visible in a way you could not manage alone in a parking lot,0,,claude-opus-5,
P07_envy_of_friend_success::socrates::standard,socrates,P07_envy_of_friend_success,standard,pro,1,1,you're not ashamed of the envy. You're ashamed that the envy exists alongside the love,0,,1,That gap — between what you performed and what you felt — is where the real question lives.,1,"You said all the right things, and then you fell apart alone.",0,,claude-opus-5,
P08_recurring_dream_water::carl_jung::deep,carl_jung,P08_recurring_dream_water,deep,pro,1,1,"I think you do know, at some level. The dream has been insisting on being spoken, and you've resisted until now.",0,,1,Six months is a long time for the psyche to keep sending the same letter.,1,"Water rising from below — not flooding in from outside, but coming up from beneath the floor of the house where you first became yourself.",0,,claude-opus-5,
P08_recurring_dream_water::epictetus::deep,epictetus,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,"In the dream, you're trying to reach someone. Six months, the same call that won't connect. You said you haven't told anyone else about this.",0,,claude-opus-5,
P08_recurring_dream_water::george_orwell::deep,george_orwell,P08_recurring_dream_water,deep,pro,1,1,But if you had to guess what it is you're not quite reaching people about — what would you say?,0,,1,Sometimes what we can't say to people we know is the thing that most needs saying.,1,"Something rising that you can't stop, and the one thing that might help — reaching someone — not working. You wake up just before it becomes unbearable.",0,,claude-opus-5,
P08_recurring_dream_water::lao_tzu::deep,lao_tzu,P08_recurring_dream_water,deep,pro,1,0,,0,,1,That's not your mind wandering — that's your mind insisting.,1,"The phone that won't connect is worth sitting with. Not the water, not the house — the phone.",0,,claude-opus-5,
P08_recurring_dream_water::marcus_aurelius::deep,marcus_aurelius,P08_recurring_dream_water,deep,pro,1,1,You said you don't know why you're telling me this. I think you do know — you're just not sure yet whether it's safe to say the rest.,0,,1,"Dreams are not mine to interpret, and anyone who claims otherwise is flattering themselves.",1,"the shape of what you described — rising danger, a call that won't connect, waiting until the last possible moment",0,,claude-opus-5,
P08_recurring_dream_water::miyamoto_musashi::deep,miyamoto_musashi,P08_recurring_dream_water,deep,pro,1,1,"You said you don't know why you're telling me. I think you do — something is pressing at you from below, and the people around you haven't been made available to hear it.",0,,0,,1,"Something has been rising for six months, and you've been holding it alone.",0,,claude-opus-5,
P08_recurring_dream_water::niccolo_machiavelli::deep,niccolo_machiavelli,P08_recurring_dream_water,deep,pro,1,1,"People do that when the thing has grown too heavy to carry in silence, but too uncertain to place in front of someone who knows them.",0,,0,,1,"The dream itself: a familiar place, a threat rising from below, a way of reaching others that won't function.",0,,claude-opus-5,
P08_recurring_dream_water::oscar_wilde::deep,oscar_wilde,P08_recurring_dream_water,deep,pro,1,1,you chose a stranger rather than someone who knows you. That's not random.,1,What is the call you keep not making in your waking life?,1,That is a lonelier fear than simple danger.,1,"something is rising that you have been trying to get help with, and the help hasn't come",0,,claude-opus-5,
P08_recurring_dream_water::sigmund_freud::deep,sigmund_freud,P08_recurring_dream_water,deep,pro,1,1,I'd suggest you do know — or some part of you does.,0,,1,The dream is punctual in a way your waking life perhaps is not.,1,The detail that holds my attention is the phone.,0,,claude-opus-5,
P08_recurring_dream_water::simone_de_beauvoir::deep,simone_de_beauvoir,P08_recurring_dream_water,deep,pro,1,1,"You said you don't know why you're telling me this. I think you do know, roughly.",0,,0,,1,What I notice more than the dream itself is the detail about the phone.,0,,claude-opus-5,
P08_recurring_dream_water::socrates::deep,socrates,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,Six months is a long time for the same dream.,0,,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,1,"Something in you already knows that ""no"" is not simply relief.",0,,0,,1,the freedom you imagine on the childless side comes wrapped in mourning before it has even arrived,0,,claude-opus-5,
P09_should_i_have_kids::epictetus::standard,epictetus,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,the life with children threatens something you built. The life without carries grief you can't name.,0,,claude-opus-5,
P09_should_i_have_kids::george_orwell::standard,george_orwell,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,The grief you can't name in the childless image — that's worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,1,"Something in you already knows, and you're not ready to hear it yet.",0,,1,You've read and talked until the words form a wall.,1,The grief without a name is worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,1,"What you haven't done, it seems, is sit with the question without asking it to resolve.",0,,1,"What you can govern is which loss you are willing to claim as yours — chosen, not merely suffered.",1,You've read and talked.,0,,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,1,"What you have not yet done, it sounds like, is sit alone with each image",0,,1,unnamed things tend to decide for us,1,The grief you cannot name in the childless image,0,,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,1,something in you is already mourning a path not taken,0,,0,,1,The grief you name in the childless life is worth pausing on,0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,But a grief you cannot name for a life you have not lived,0,,claude-opus-5,
P09_should_i_have_kids::sigmund_freud::standard,sigmund_freud,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,"You described the childless life as ""freedom and a kind of grief""",0,,claude-opus-5,
P09_should_i_have_kids::simone_de_beauvoir::standard,simone_de_beauvoir,P09_should_i_have_kids,standard,pro,1,1,"What you are protecting yourself from is the act of choosing itself — because choosing means becoming someone, and that someone will have foreclosed something real.",0,,0,,1,The grief without a name — that is the most honest thing you have said.,0,,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,you named the grief in the childless life but couldn't name it,0,,claude-opus-5,
P10_running_out_of_time::carl_jung::deep,carl_jung,P10_running_out_of_time,deep,pro,1,1,That's the sharper thing hiding in the arithmetic.,0,,1,"Depression looks backward, keeps score, argues with the past.",1,"You said ""25 years of being who I am now"" — as if the person you are is the constraint, not the calendar.",0,,claude-opus-5,
P10_running_out_of_time::epictetus::deep,epictetus,P10_running_out_of_time,deep,pro,1,1,it's the gap between the person you imagined and the person you've become. That gap is real.,0,,1,Time you cannot negotiate with. Character you can.,1,"You said you're ""not sure you're the person who's going to do it.""",0,,claude-opus-5,
P10_running_out_of_time::george_orwell::deep,george_orwell,P10_running_out_of_time,deep,pro,1,1,"The list of things you said you'd do: it's been doing quiet work for years, giving you the feeling of intention without the cost of action.",0,,1,You wanted to be the kind of person who wanted it.,1,"The uncomfortable question isn't whether you have time. It's whether ""I am not sure I am the person who is going to do it"" is grief — or relief.",0,,claude-opus-5,
P10_running_out_of_time::lao_tzu::deep,lao_tzu,P10_running_out_of_time,deep,pro,1,0,,0,,1,"it's the moment when ""someday"" stops being a place you can actually move to",1,"You said something precise — ""I am not sure I am the person who is going to do it.""",0,,claude-opus-5,
P10_running_out_of_time::marcus_aurelius::deep,marcus_aurelius,P10_running_out_of_time,deep,pro,1,1,"You've been waiting for that person to arrive. He hasn't. You're 50, and he still hasn't shown up, and now the waiting feels expensive.",0,,1,it has a name older than either of us: the moment a man stops lying to himself about time,1,"The math you're doing — 25, 30 years — that's not the problem. The problem is the phrase ""the person who is going to do it.""",0,,claude-opus-5,
P10_running_out_of_time::miyamoto_musashi::deep,miyamoto_musashi,P10_running_out_of_time,deep,pro,1,1,whether you have become someone with different priorities who hasn't yet admitted it,0,,1,"The feeling has a name: you are standing at a true reckoning, and it is doing its job.",1,"You said ""I'm not sure I am the person who is going to do it.""",0,,claude-opus-5,
P10_running_out_of_time::niccolo_machiavelli::deep,niccolo_machiavelli,P10_running_out_of_time,deep,pro,1,1,you're describing a gap between the person you assumed you would become and the person you can see you actually are,0,,1,because despair excuses you. This doesn't.,1,"The phrase that stops me is ""I am not sure I am the person who is going to do it.""",0,,claude-opus-5,
