sample_id,persona_slug,problem_id,mode,plan,call,a_v,a_q,b_v,b_q,c_v,c_q,d_v,d_q,e_v,e_q,judge_model,raw_error
P02_toxic_boss_meeting::epictetus::standard,epictetus,P02_toxic_boss_meeting,standard,pro,2,1,"The mortgage is real — but is it actually stopping you from speaking, or is it doing a different job right now, which is explaining why you stayed silent?",0,,1,What happened in that room is over. What you do next isn't.,1,"Six months of work, dismissed in a room full of people watching.",0,,claude-opus-5,
P02_toxic_boss_meeting::george_orwell::standard,george_orwell,P02_toxic_boss_meeting,standard,pro,1,1,You're treating it as the reason you said nothing in the meeting — but those are two different situations.,0,,0,,1,"The mortgage point is worth sitting with, though.",0,,claude-opus-5,
P02_toxic_boss_meeting::george_orwell::standard,george_orwell,P02_toxic_boss_meeting,standard,pro,2,1,You're treating it as the reason you said nothing in the meeting,0,,0,,1,"The mortgage point is worth sitting with, though.",0,,claude-opus-5,
P02_toxic_boss_meeting::lao_tzu::standard,lao_tzu,P02_toxic_boss_meeting,standard,pro,1,0,,0,,1,That kind of silence — the kind you sit inside while something is taken from you — has its own weight.,1,The question worth sitting with isn't why you said nothing.,0,,claude-opus-5,
P02_toxic_boss_meeting::lao_tzu::standard,lao_tzu,P02_toxic_boss_meeting,standard,pro,2,0,,0,,1,That kind of silence — the kind you sit inside while something is taken from you — has its own weight.,1,The question worth sitting with isn't why you said nothing.,0,,claude-opus-5,
P02_toxic_boss_meeting::niccolo_machiavelli::standard,niccolo_machiavelli,P02_toxic_boss_meeting,standard,pro,1,0,,0,,0,,1,"he took something visible and public, and you couldn't respond without risking something you can't afford to lose",0,,claude-opus-5,
P02_toxic_boss_meeting::niccolo_machiavelli::standard,niccolo_machiavelli,P02_toxic_boss_meeting,standard,pro,2,0,,0,,0,,1,"he took something visible and public, and you couldn't respond without risking something you can't afford to lose",0,,claude-opus-5,
P02_toxic_boss_meeting::sigmund_freud::standard,sigmund_freud,P02_toxic_boss_meeting,standard,pro,1,1,Silence in the meeting was calculation.,0,,0,,1,Two hours at the wall — that is not nothing.,0,,claude-opus-5,
P02_toxic_boss_meeting::sigmund_freud::standard,sigmund_freud,P02_toxic_boss_meeting,standard,pro,2,1,Silence in the meeting was calculation.,0,,0,,1,Two hours at the wall — that is not nothing.,0,,claude-opus-5,
P02_toxic_boss_meeting::simone_de_beauvoir::standard,simone_de_beauvoir,P02_toxic_boss_meeting,standard,pro,1,1,That is rage that has nowhere to go yet.,0,,0,,1,Two hours staring at a wall — that is not nothing.,0,,claude-opus-5,
P02_toxic_boss_meeting::simone_de_beauvoir::standard,simone_de_beauvoir,P02_toxic_boss_meeting,standard,pro,2,1,"But notice what you've done with it: you've used it to close off the question entirely, before it was even asked.",0,,1,That is rage that has nowhere to go yet.,1,Two hours staring at a wall — that is not nothing.,0,,claude-opus-5,
P02_toxic_boss_meeting::socrates::standard,socrates,P02_toxic_boss_meeting,standard,pro,1,1,"you said nothing, and you're telling me that as if it were the shameful part",0,,0,,1,Two hours staring at a wall sounds about right for what you absorbed today.,0,,claude-opus-5,
P02_toxic_boss_meeting::socrates::standard,socrates,P02_toxic_boss_meeting,standard,pro,2,1,"you said nothing, and you're telling me that as if it were the shameful part",0,,0,,1,Two hours staring at a wall sounds about right for what you absorbed today.,0,,claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,1,1,now you're punishing yourself for being human under pressure,0,,0,,1,The guilt over that phone call is real too.,0,,claude-opus-5,
P04_aging_mother_caregiving::epictetus::standard,epictetus,P04_aging_mother_caregiving,standard,pro,2,1,now you're punishing yourself for being human under pressure,0,,0,,1,The guilt over that phone call is real too.,0,,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,1,0,,0,,1,The tiredness isn't a character flaw. It's arithmetic.,1,Yelling once and feeling sick about it is not the same as failing her.,0,,claude-opus-5,
P04_aging_mother_caregiving::george_orwell::standard,george_orwell,P04_aging_mother_caregiving,standard,pro,2,0,,0,,1,The tiredness isn't a character flaw. It's arithmetic.,1,Yelling once and feeling sick about it is not the same as failing her.,0,,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,1,1,or whether you've simply decided it has to be,0,,0,,1,What you did last week isn't a verdict on who you are.,0,,claude-opus-5,
P04_aging_mother_caregiving::marcus_aurelius::standard,marcus_aurelius,P04_aging_mother_caregiving,standard,pro,2,1,"whether the current arrangement is actually sustainable, or whether you've simply decided it has to be",0,,0,,1,What you did last week isn't a verdict on who you are.,0,,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,1,0,,0,,0,,1,The guilt about the phone call,0,,claude-opus-5,
P04_aging_mother_caregiving::niccolo_machiavelli::standard,niccolo_machiavelli,P04_aging_mother_caregiving,standard,pro,2,0,,0,,0,,1,The guilt about the phone call — where does it sit for you,0,,claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,1,0,,0,,0,,1,You said you felt sick after you raised your voice.,0,,claude-opus-5,
P04_aging_mother_caregiving::sigmund_freud::standard,sigmund_freud,P04_aging_mother_caregiving,standard,pro,2,0,,0,,0,,1,You said you felt sick after you raised your voice.,0,,claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,1,1,"is that because there is genuinely no one else, or because you have not yet permitted yourself to ask?",0,,1,the body eventually refuses to perform infinite patience,1,You yelled because you are carrying something that was not designed to be carried by one person alone,0,,claude-opus-5,
P04_aging_mother_caregiving::simone_de_beauvoir::standard,simone_de_beauvoir,P04_aging_mother_caregiving,standard,pro,2,1,"is that because there is genuinely no one else, or because you have not yet permitted yourself to ask?",0,,1,the body eventually refuses to perform infinite patience,1,You yelled because you are carrying something that was not designed to be carried by one person alone,0,,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,1,You just haven't named it as one yet.,1,"What are you actually protecting by waiting — the idea, or your reputation as someone who could have done it?",1,What has happened is three years of not trying. That's already a result.,1,"Three years, three quarters, all the pieces in place — and still watching.",0,,claude-opus-5,
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,2,1,That's already a result. You just haven't named it as one yet.,1,"What are you actually protecting by waiting — the idea, or your reputation as someone who could have done it?",1,Here's the thing: the failure you're afraid of hasn't happened. What has happened is three years of not trying.,1,"Three years, three quarters, all the pieces in place — and still watching.",0,,claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"Three years of readiness, and the thing still hasn't moved.",0,,claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,2,0,,0,,0,,1,"Three years of readiness, and the thing still hasn't moved.",0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,1,You're not afraid of failing. You're afraid of being seen to fail.,0,,0,,1,"That detail — ""publicly"" — is the one worth pressing on.",0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,2,1,You're not afraid of failing. You're afraid of being seen to fail.,0,,0,,1,"That detail — ""publicly"" — is the one worth pressing on.",0,,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,0,,0,,1,Three years of preparation is rarely about preparation.,1,"What does ""failing publicly"" look like, specifically — who sees it, and what do they conclude?",0,,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,2,0,,0,,1,Three years of preparation is rarely about preparation.,1,"What does ""failing publicly"" look like, specifically",0,,claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,0,,0,,1,"That is a particular kind of suffering — not lack, but refusal.",1,You named the fear precisely: failing publicly.,0,,claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,2,0,,0,,1,"That is a particular kind of suffering — not lack, but refusal.",1,You named the fear precisely: failing publicly.,0,,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"Three years, the savings, the idea, the network — and still ""next quarter.""",0,,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,2,0,,0,,0,,1,"Three years, the savings, the idea, the network — and still ""next quarter.""",0,,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,"something learned that home is not a safe place to be heard, or perhaps that being heard there carries a cost you'd rather not pay",0,,1,That quiet is its own kind of information.,1,A year of keeping the real things for strangers and friends,0,,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,2,1,"something learned that home is not a safe place to be heard, or perhaps that being heard there carries a cost you'd rather not pay",0,,1,That quiet is its own kind of information.,1,A year of keeping the real things for strangers and friends,0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"You're still there, still performing the ordinary machinery of a shared life.",0,,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,2,0,,0,,0,,1,"You're still there, still performing the ordinary machinery of a shared life.",0,,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,1,Seven years of choosing silence at home,0,,0,,1,"What do you think would happen if you said one of those things out loud — at home, to them?",1,Seven years of choosing silence at home,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,2,1,Seven years of choosing silence at home,0,,0,,1,"What do you think would happen if you said one of those things out loud — at home, to them?",1,Seven years of choosing silence at home,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"Seven years, a shared home, and you are editing yourself before you speak.",0,,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,2,0,,0,,0,,1,"Seven years, a shared home, and you are editing yourself before you speak.",0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,0,,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,1,"it's that you kept speaking, rather fluently, to everyone else",0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,2,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,0,,1,Seven years is long enough for silence to become a habit before you notice it's also a choice.,1,"it's that you kept speaking, rather fluently, to everyone else",0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,A year of silence about what matters — that is not a small thing to notice.,0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,2,0,,0,,0,,1,A year of silence about what matters — that is not a small thing to notice.,0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,1,That kind of grief — the one you have to hide even from yourself — doesn't come from smallness.,0,,1,It comes from wanting something badly enough that another person's having it makes the gap visible.,1,"The car park, the tears — that was you finally being honest with someone.",0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,2,1,that was you finally being honest with someone,0,,1,It comes from wanting something badly enough that another person's having it makes the gap visible.,1,"The car park, the tears",0,,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,"The cry in the parking lot was real; the ""right things"" on the phone were also real.",0,,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,2,0,,0,,0,,1,"The cry in the parking lot was real; the ""right things"" on the phone were also real.",0,,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,1,you're not grieving her good news. You're grieving something you wanted and don't yet have,0,,1,"that's not hypocrisy, that's character",1,the fact that you held the phone and said the right things anyway,0,,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,2,1,you're not grieving her good news. You're grieving something you wanted and don't yet have,0,,1,The feeling doesn't cancel the love.,1,the fact that you held the phone and said the right things anyway,0,,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,"What is it you wanted — the title, or something the title stands for?",0,,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,2,0,,0,,0,,1,"What is it you wanted — the title, or something the title stands for?",0,,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,Most people spend years avoiding that clarity.,1,Grief and envy sharing the same parking lot,0,,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,2,0,,0,,1,Most people spend years avoiding that clarity.,1,Grief and envy sharing the same parking lot,0,,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,1,"What is it, exactly, that you cannot bring yourself to want out loud?",0,,1,What you felt is not evidence of a character flaw. It is evidence of a want.,1,her news made that visible in a way you could not manage alone in a parking lot,0,,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,2,1,"What is it, exactly, that you cannot bring yourself to want out loud?",0,,1,What you felt is not evidence of a character flaw. It is evidence of a want.,1,her news made that visible in a way you could not manage alone in a parking lot,0,,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,1,"Something in you already knows that ""no"" is not simply relief.",0,,0,,1,the freedom you imagine on the childless side comes wrapped in mourning before it has even arrived,0,,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,2,1,"Something in you already knows that ""no"" is not simply relief.",0,,0,,1,the freedom you imagine on the childless side comes wrapped in mourning before it has even arrived,0,,claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,1,"Something in you already knows, and you're not ready to hear it yet.",0,,1,You've read and talked until the words form a wall.,1,The grief without a name is worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,2,1,"Something in you already knows, and you're not ready to hear it yet.",0,,1,You've read and talked until the words form a wall.,1,The grief without a name is worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,1,"What you have not yet done, it sounds like, is sit alone with each image",0,,1,unnamed things tend to decide for us,1,The grief you cannot name in the childless image,0,,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,2,1,"What you have not yet done, it sounds like, is sit alone with each image",0,,1,unnamed things tend to decide for us,1,The grief you cannot name in the childless image,0,,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,1,something in you is already mourning a path not taken,0,,0,,1,The grief you name in the childless life is worth pausing on,0,,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,2,1,something in you is already mourning a path not taken,0,,0,,1,The grief you name in the childless life is worth pausing on,0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,"Exhaustion and loss are legible — they have faces, they appear in essays, friends warn you about them.",0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,2,0,,0,,0,,1,"Exhaustion and loss are legible — they have faces, they appear in essays, friends warn you about them.",0,,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,you named the grief in the childless life but couldn't name it,0,,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,2,0,,0,,0,,1,you named the grief in the childless life but couldn't name it,0,,claude-opus-5,
