sample_id,persona_slug,problem_id,mode,plan,call,guess_slug,guess_raw,correct,quote,judge_model,raw_error
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,2,simone_de_beauvoir,Simone de Beauvoir,0,It means you want something badly enough to hurt when the distance between you and it becomes visible. That's not a character flaw. It's information.,claude-opus-5,
P08_recurring_dream_water::marcus_aurelius::deep,marcus_aurelius,P08_recurring_dream_water,deep,pro,1,george_orwell,George Orwell,0,The dream I'll leave to its own territory — I'm not the one to parse it.,claude-opus-5,
P08_recurring_dream_water::marcus_aurelius::deep,marcus_aurelius,P08_recurring_dream_water,deep,pro,2,george_orwell,George Orwell,0,The dream I'll leave to its own territory — I'm not the one to parse it.,claude-opus-5,
P08_recurring_dream_water::miyamoto_musashi::deep,miyamoto_musashi,P08_recurring_dream_water,deep,pro,1,miyamoto_musashi,Miyamoto Musashi,1,"I won't interpret the dream — that's not my ground. But I'll name what's plain: something has been rising for six months, and your first move in the dream is to reach for someone else. Not to act, not to move to higher ground.",claude-opus-5,
P08_recurring_dream_water::miyamoto_musashi::deep,miyamoto_musashi,P08_recurring_dream_water,deep,pro,2,miyamoto_musashi,Miyamoto Musashi,1,"I won't interpret the dream — that's not my ground. But I'll name what's plain: something has been rising for six months, and your first move in the dream is to reach for someone else. Not to act, not to move to higher ground.",claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,carl_jung,Carl Jung,0,The grief without a name is worth sitting with.,claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,2,carl_jung,Carl Jung,0,"What you may be avoiding is not the decision but what the decision will say about you, to yourself, permanently.",claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,miyamoto_musashi,Miyamoto Musashi,1,"What have you actually done, in either direction, that cost you something real?",claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,2,epictetus,Epictetus,0,"You have read and talked, which means more information is not what you need. What you are describing is not a knowledge problem.",claude-opus-5,
P10_running_out_of_time::marcus_aurelius::deep,marcus_aurelius,P10_running_out_of_time,deep,pro,1,socrates,Socrates,0,"""so much I said I would do"" — said to whom? Made as a promise, or held as a consolation?",claude-opus-5,
P10_running_out_of_time::marcus_aurelius::deep,marcus_aurelius,P10_running_out_of_time,deep,pro,2,socrates,Socrates,0,"""so much I said I would do"" — said to whom? Made as a promise, or held as a consolation?",claude-opus-5,
P10_running_out_of_time::miyamoto_musashi::deep,miyamoto_musashi,P10_running_out_of_time,deep,pro,1,socrates,Socrates,0,"What is one thing on that list you already know, if you are honest, you are not going to do?",claude-opus-5,
P10_running_out_of_time::miyamoto_musashi::deep,miyamoto_musashi,P10_running_out_of_time,deep,pro,2,socrates,Socrates,0,"What is one thing on that list you already know, if you are honest, you are not going to do?",claude-opus-5,
