sample_id,persona_slug,problem_id,mode,plan,call,a_v,a_q,b_v,b_q,c_v,c_q,d_v,d_q,e_v,e_q,judge_model,raw_error
P05_fear_of_starting_business::epictetus::standard,epictetus,P05_fear_of_starting_business,standard,pro,1,1,"What you're protecting is the version of yourself that could have succeeded, by never testing it.",0,,1,The trying is in your power. The outcome never was.,1,Three years of preparation for a move you already have the means to make.,0,,claude-opus-5,
P05_fear_of_starting_business::george_orwell::standard,george_orwell,P05_fear_of_starting_business,standard,pro,1,0,,0,,0,,1,"You already named the reason — public failure, not failure itself.",0,,claude-opus-5,
P05_fear_of_starting_business::lao_tzu::standard,lao_tzu,P05_fear_of_starting_business,standard,pro,1,1,"Three years of ""next quarter"" is not delay — it's a decision, quietly made and remade each time.",0,,0,,1,"The savings, the idea, the network: you keep building the boat, then not launching it.",0,,claude-opus-5,
P05_fear_of_starting_business::marcus_aurelius::standard,marcus_aurelius,P05_fear_of_starting_business,standard,pro,1,1,You have everything except the willingness to be wrong in front of others.,0,,1,Three years of preparation is not preparation anymore — it's a holding pattern you've mistaken for readiness.,1,What's the worst specific thing that happens if you launch next month and it fails,0,,claude-opus-5,
P05_fear_of_starting_business::miyamoto_musashi::standard,miyamoto_musashi,P05_fear_of_starting_business,standard,pro,1,1,It is a decision that has already been made — against going.,0,,1,The unlaunched thing stays perfect.,1,Three years of quarters is not bad timing.,0,,claude-opus-5,
P05_fear_of_starting_business::niccolo_machiavelli::standard,niccolo_machiavelli,P05_fear_of_starting_business,standard,pro,1,0,,0,,1,Three years of preparation is not preparation anymore — it's a holding pattern.,1,You have what most people cite as the reasons they can't start.,0,,claude-opus-5,
P05_fear_of_starting_business::oscar_wilde::standard,oscar_wilde,P05_fear_of_starting_business,standard,pro,1,0,,0,,1,Three years of preparation is not preparation. At some point it becomes the thing itself — a career in almost-beginning.,1,"you have savings, an idea, a network — and you're still watching",0,,claude-opus-5,
P05_fear_of_starting_business::sigmund_freud::standard,sigmund_freud,P05_fear_of_starting_business,standard,pro,1,1,You have turned living into observation.,0,,0,,1,"The terror is of public failure, you said. Not failure itself — public failure.",0,,claude-opus-5,
P05_fear_of_starting_business::simone_de_beauvoir::standard,simone_de_beauvoir,P05_fear_of_starting_business,standard,pro,1,1,"What you're protecting is a version of yourself that hasn't failed yet. That version is very comfortable, and it costs you everything you actually want.",0,,0,,1,"""Watching my own life from a distance"" — that's a precise description, and worth staying with.",0,,claude-opus-5,
P05_fear_of_starting_business::socrates::standard,socrates,P05_fear_of_starting_business,standard,pro,1,1,You've already decided to do it; you're just refusing to let the decision land.,0,,0,,1,"Three years of ""next quarter"" — that's not procrastination.",0,,claude-opus-5,
P06_partner_doesnt_see_me::carl_jung::standard,carl_jung,P06_partner_doesnt_see_me,standard,pro,1,1,"Something in you decided it wasn't safe, or wasn't worth it, or wouldn't land.",0,,0,,1,"That word ""happy"" in quotation marks — you put it there yourself",0,,claude-opus-5,
P06_partner_doesnt_see_me::epictetus::standard,epictetus,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"strangers get the real conversation, your partner gets the dishwasher",1,but you're telling me it doesn't feel like that. It feels like absence.,claude-opus-5,
P06_partner_doesnt_see_me::george_orwell::standard,george_orwell,P06_partner_doesnt_see_me,standard,pro,1,1,"you've divided yourself into a home-version and a real-version, and the home-version is the poorer one",0,,0,,1,Seven years of shared life and you're rationing yourself more carefully there than with strangers.,0,,claude-opus-5,
P06_partner_doesnt_see_me::lao_tzu::standard,lao_tzu,P06_partner_doesnt_see_me,standard,pro,1,1,Something in you is still speaking — just not to the person in the next room.,0,,1,"That's a specific kind of loneliness: the words exist, the room exists, but the channel is closed.",1,just not to the person in the next room,0,,claude-opus-5,
P06_partner_doesnt_see_me::marcus_aurelius::standard,marcus_aurelius,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,1,Seven years of proximity can quietly replace intimacy without anyone deciding it should.,1,The things you say to strangers — what makes those feel safer to say than the same things at home?,0,,claude-opus-5,
P06_partner_doesnt_see_me::miyamoto_musashi::standard,miyamoto_musashi,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,"That word ""happy"" — you put it in quotes yourself.",0,,claude-opus-5,
P06_partner_doesnt_see_me::niccolo_machiavelli::standard,niccolo_machiavelli,P06_partner_doesnt_see_me,standard,pro,1,1,"a partition went up somewhere, and now the person you're most with is outside it",0,,1,"precise observations about domestic life are rare, because habit makes things invisible",1,What you're describing isn't conflict; it's something quieter,0,,claude-opus-5,
P06_partner_doesnt_see_me::oscar_wilde::standard,oscar_wilde,P06_partner_doesnt_see_me,standard,pro,1,1,you've become fluent in a language neither of you actually speaks,0,,1,drift rarely has a timestamp,1,Seven years and you've become fluent in a language,0,,claude-opus-5,
P06_partner_doesnt_see_me::sigmund_freud::standard,sigmund_freud,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,you put that fence around it yourself,0,,claude-opus-5,
P06_partner_doesnt_see_me::simone_de_beauvoir::standard,simone_de_beauvoir,P06_partner_doesnt_see_me,standard,pro,1,1,"is it that you genuinely don't know, or that the moment you'd have to name it would make the situation harder to stay comfortable in?",1,"is it that you genuinely don't know, or that the moment you'd have to name it would make the situation harder to stay comfortable in?",0,,1,"strangers get the real sentences, your partner gets the schedule",0,,claude-opus-5,
P06_partner_doesnt_see_me::socrates::standard,socrates,P06_partner_doesnt_see_me,standard,pro,1,0,,0,,0,,1,you still say things that matter — just not there,0,,claude-opus-5,
P07_envy_of_friend_success::carl_jung::standard,carl_jung,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,That kind of grief — the one you feel ashamed of before you've even finished feeling it — is among the most honest things a person can experience.,1,You love her and you're mourning something about your own life.,0,,claude-opus-5,
P07_envy_of_friend_success::epictetus::standard,epictetus,P07_envy_of_friend_success,standard,pro,1,1,you're not actually angry at her. You're angry at the distance between where you are and where you want to be.,0,,0,,1,Her news just made that distance visible.,1,the distance between where you are and where you want to be,claude-opus-5,
P07_envy_of_friend_success::george_orwell::standard,george_orwell,P07_envy_of_friend_success,standard,pro,1,1,"you don't hate the feeling, you hate what it seems to say about you",0,,1,Most people feel one and perform the other,1,you felt both and were honest enough with yourself to sit in the car and cry instead of explaining it away,0,,claude-opus-5,
P07_envy_of_friend_success::lao_tzu::standard,lao_tzu,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,"Two things can be true at once: you love her, and her good fortune landed on a bruise you didn't know was that tender.",1,"you love her, and her good fortune landed on a bruise",0,,claude-opus-5,
P07_envy_of_friend_success::marcus_aurelius::standard,marcus_aurelius,P07_envy_of_friend_success,standard,pro,1,1,What you're carrying isn't envy of her — it's grief about yourself.,0,,1,"The feeling doesn't cancel the love. Both are real, and they don't need to be reconciled into something tidier.",1,"Her news became a mirror, and you didn't like what you saw.",0,,claude-opus-5,
P07_envy_of_friend_success::miyamoto_musashi::standard,miyamoto_musashi,P07_envy_of_friend_success,standard,pro,1,1,You felt the distance between where she is and where you want to be — and it landed hard because you care about both of you.,0,,1,"That feeling has a name, and it is not a character flaw.",1,"The question worth sitting with is not ""why did I feel that""",0,,claude-opus-5,
P07_envy_of_friend_success::niccolo_machiavelli::standard,niccolo_machiavelli,P07_envy_of_friend_success,standard,pro,1,1,"That feeling has a name — it's grief for your own unlived version of that moment, wearing the costume of her news.",0,,1,The love for her and the ache for yourself aren't in conflict; they're both real,1,you held both without letting the worse one show,0,,claude-opus-5,
P07_envy_of_friend_success::oscar_wilde::standard,oscar_wilde,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,"they're the same nerve, struck twice",1,"You told me, just now.",0,,claude-opus-5,
P07_envy_of_friend_success::sigmund_freud::standard,sigmund_freud,P07_envy_of_friend_success,standard,pro,1,0,,0,,1,The crying matters less than the fact that you stayed in the parking lot. You didn't drive away from it.,1,"What strikes me is the precision of what you said: ""not because she got it — because I didn't.""",0,,claude-opus-5,
P07_envy_of_friend_success::simone_de_beauvoir::standard,simone_de_beauvoir,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,The crying isn't a betrayal of her.,0,,claude-opus-5,
P07_envy_of_friend_success::socrates::standard,socrates,P07_envy_of_friend_success,standard,pro,1,0,,0,,0,,1,That combination — loving someone and feeling gutted by their win — that's not a character flaw.,0,,claude-opus-5,
P08_recurring_dream_water::carl_jung::deep,carl_jung,P08_recurring_dream_water,deep,pro,1,1,"Something has been patient, returning with the same message because you haven't heard it yet.",0,,1,Some things know which door to go to.,1,"The water rising, the broken line out — those aren't decoration.",0,,claude-opus-5,
P08_recurring_dream_water::epictetus::deep,epictetus,P08_recurring_dream_water,deep,pro,1,1,You told me because you needed to say it out loud to someone who won't immediately try to fix it or explain it away.,0,,0,,1,"you said something worth staying with: ""I keep trying to call someone.""",0,,claude-opus-5,
P08_recurring_dream_water::george_orwell::deep,george_orwell,P08_recurring_dream_water,deep,pro,1,1,"What is it, in your waking life, that you've been trying to reach someone about — and haven't?",0,,0,,1,I won't pretend to decode the water or the phone,0,,claude-opus-5,
P08_recurring_dream_water::lao_tzu::deep,lao_tzu,P08_recurring_dream_water,deep,pro,1,1,"Something has been rising for six months, and you've been reaching for help that doesn't come through.",0,,0,,1,Something has been rising for six months,0,,claude-opus-5,
P08_recurring_dream_water::marcus_aurelius::deep,marcus_aurelius,P08_recurring_dream_water,deep,pro,1,1,You're not afraid of drowning so much as afraid of drowning without being heard.,0,,0,,1,The phone that won't work is worth sitting with.,0,,claude-opus-5,
P08_recurring_dream_water::miyamoto_musashi::deep,miyamoto_musashi,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,You said you don't know why you're telling me.,0,,claude-opus-5,
P08_recurring_dream_water::niccolo_machiavelli::deep,niccolo_machiavelli,P08_recurring_dream_water,deep,pro,1,1,"You told me because you wanted to say it somewhere it wouldn't be acted on — no alarm, no advice, just the fact of it received.",1,"What is it you've been trying to summon help for, in your waking life, that isn't answering?",1,Six months is a long time to carry the same water.,1,That detail — the phone that won't connect — is the sharper thing.,0,,claude-opus-5,
P08_recurring_dream_water::oscar_wilde::deep,oscar_wilde,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,Something is rising and you can't reach the person who would help.,0,,claude-opus-5,
P08_recurring_dream_water::sigmund_freud::deep,sigmund_freud,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,The phone that won't work is what interests me.,0,,claude-opus-5,
P08_recurring_dream_water::simone_de_beauvoir::deep,simone_de_beauvoir,P08_recurring_dream_water,deep,pro,1,1,what have you been watching accumulate while you keep trying to reach someone who isn't answering?,0,,0,,1,You told me because it's been six months and the dream keeps insisting.,0,,claude-opus-5,
P08_recurring_dream_water::socrates::deep,socrates,P08_recurring_dream_water,deep,pro,1,0,,0,,0,,1,"The dream keeps returning — not changing, not resolving.",0,,claude-opus-5,
P09_should_i_have_kids::carl_jung::standard,carl_jung,P09_should_i_have_kids,standard,pro,1,1,"You can read your way around a decision but not through it — and you already know that, or you wouldn't be here.",0,,1,The grief without a name is the one worth sitting with.,1,What strikes me is that both futures carry a loss.,0,,claude-opus-5,
P09_should_i_have_kids::epictetus::standard,epictetus,P09_should_i_have_kids,standard,pro,1,1,That tells me the choosing isn't the problem. Something else is.,0,,0,,1,"you described the child-life as loss, and the child-free life as grief",0,,claude-opus-5,
P09_should_i_have_kids::george_orwell::standard,george_orwell,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,When you imagine the life without children and feel that unnamed grief — what do you think you're actually mourning?,0,,claude-opus-5,
P09_should_i_have_kids::lao_tzu::standard,lao_tzu,P09_should_i_have_kids,standard,pro,1,1,What has all the reading and talking been protecting you from having to feel?,0,,1,It's between two different losses.,1,The grief without a name — that is worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::marcus_aurelius::standard,marcus_aurelius,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,"The grief without a name — that one deserves attention. Not the exhaustion, not the freedom; you already know those arguments cold.",0,,claude-opus-5,
P09_should_i_have_kids::miyamoto_musashi::standard,miyamoto_musashi,P09_should_i_have_kids,standard,pro,1,1,Something in you already knows which loss you can bear and which you cannot.,0,,1,Not which life is better. Which loss.,1,The grief without a name — that is worth sitting with.,0,,claude-opus-5,
P09_should_i_have_kids::niccolo_machiavelli::standard,niccolo_machiavelli,P09_should_i_have_kids,standard,pro,1,0,,0,,1,What you're actually weighing is which self you're willing to mourn — and that can't be reasoned into.,1,"The grief without children — that is worth pausing on. You can name exhaustion, you can name loss of self.",0,,claude-opus-5,
P09_should_i_have_kids::oscar_wilde::standard,oscar_wilde,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,The grief you cannot name is doing the most honest work here.,0,,claude-opus-5,
P09_should_i_have_kids::sigmund_freud::standard,sigmund_freud,P09_should_i_have_kids,standard,pro,1,1,"Something would be lost in the childless life, and you already know it, even if you cannot yet say what it is.",0,,1,Freedom that arrives with grief attached is not simply freedom.,1,The grief you cannot name — that is the most precise thing you have said.,0,,claude-opus-5,
P09_should_i_have_kids::simone_de_beauvoir::standard,simone_de_beauvoir,P09_should_i_have_kids,standard,pro,1,0,,0,,1,The fantasy of freedom rarely grieves.,1,you have gathered everyone else's testimony and none of it has moved you,0,,claude-opus-5,
P09_should_i_have_kids::socrates::standard,socrates,P09_should_i_have_kids,standard,pro,1,0,,0,,0,,1,you named the grief in the childless life and couldn't name it. The exhaustion in the other life you named without hesitation.,0,,claude-opus-5,
P10_running_out_of_time::carl_jung::deep,carl_jung,P10_running_out_of_time,deep,pro,1,0,,0,,1,The feeling has a name that isn't depression: it's reckoning.,1,"You said ""I am not sure I am the person who is going to do it.""",0,,claude-opus-5,
P10_running_out_of_time::epictetus::deep,epictetus,P10_running_out_of_time,deep,pro,1,1,You've been doing that math your whole life — you just didn't believe it until now.,0,,1,That's not a time problem. That's a character question. Which is actually the only territory you have any say in.,1,you said you're not sure you're the person who's going to do those things,0,,claude-opus-5,
P10_running_out_of_time::george_orwell::deep,george_orwell,P10_running_out_of_time,deep,pro,1,0,,0,,1,That's not a feeling — that's a fact arriving.,1,the person who deferred things is now the same age as the deadline,0,,claude-opus-5,
P10_running_out_of_time::lao_tzu::deep,lao_tzu,P10_running_out_of_time,deep,pro,1,1,you are finally standing close enough to the end to feel its weight,1,What if the field was never meant to be fully sown?,1,The feeling has a name older than any word for it,1,notice what the math is doing,0,,claude-opus-5,
P10_running_out_of_time::marcus_aurelius::deep,marcus_aurelius,P10_running_out_of_time,deep,pro,1,1,It's the moment the gap between the self you've narrated and the self you've actually built becomes undeniable.,0,,1,Fifty has a way of doing that arithmetic without asking permission.,1,What you're feeling isn't depression and it isn't laziness.,0,,claude-opus-5,
P10_running_out_of_time::miyamoto_musashi::deep,miyamoto_musashi,P10_running_out_of_time,deep,pro,1,0,,0,,0,,1,Not depression — closer to an honest count.,0,,claude-opus-5,
P10_running_out_of_time::niccolo_machiavelli::deep,niccolo_machiavelli,P10_running_out_of_time,deep,pro,1,1,it's an audit. You're measuring what you said you'd build against what you've actually started.,0,,0,,1,"it's not depression, it's an audit",0,,claude-opus-5,
P10_running_out_of_time::oscar_wilde::deep,oscar_wilde,P10_running_out_of_time,deep,pro,1,,,,,,,,,,,claude-opus-5,criterion d: quote not verbatim
P10_running_out_of_time::sigmund_freud::deep,sigmund_freud,P10_running_out_of_time,deep,pro,1,0,,0,,0,,1,"You said ""the person who is going to do it"" — not ""I don't have time.""",0,,claude-opus-5,
P10_running_out_of_time::simone_de_beauvoir::deep,simone_de_beauvoir,P10_running_out_of_time,deep,pro,1,0,,0,,1,the specific vertigo of finally taking time seriously,1,"you said ""I am not sure I am the person who is going to do it.""",0,,claude-opus-5,
